Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Triple,Features,Video,Single,Video_1,Loudspeaker,3.5mm jack,,WLAN,Bluetooth,GPS,Radio,USB,Sensors,_1,Colors,Price,Models,Dual,Features_1,Single_1,_1_1,5G,Build,Protection,NFC,Charging,Dual or Triple,Performance,Display,Camera,Loudspeaker_1,Audio quality,Battery life,GPRS,EDGE,Stand-by,SAR,SAR EU,Talk time,Infrared port,Phonebook,Call records,Messaging,Games,Java,Keyboard,Browser,Music play,Alert types,Languages,Clock,Alarm
lg,LG AKA,https://fdn2.gsmarena.com/vv/bigpic/lg-aka.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1900 / 2100,"LTE band 1(2100), 3(1800), 7(2600), 8(900)","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2015, March","Available. Released 2015, May",138.7 x 71.9 x 10 mm (5.46 x 2.83 x 0.39 in),135 g (4.76 oz),Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~69.1% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 4.4.2 (KitKat),Qualcomm Snapdragon 400 (28 nm),Quad-core 1.2 GHz Cortex-A7,Adreno 305,"microSD, up to 32 GB (dedicated slot)","16 GB, 1.5 GB RAM",,"LED flash, panorama",1080p@30fps,"8 MP, Laser AF",,Yes,Yes,Removable Li-Ion 2610 mAh battery,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",No,microUSB 2.0,"Accelerometer, proximity",,"White, Pink, Yellow, Navy",About 220 EUR,F520K,,,2.1 MP,,,,,Yes,,,Basemark OS II: 473 / Basemark OS II 2.0: 177Basemark X: 1414,"Contrast ratio: 901:1 (nominal), 2.145 (sunlight)",Photo / Video,Voice 66dB / Noise 64dB / Ring 78dB,Noise -93dB / Crosstalk -98.3dB,Endurance rating 73h,,,Up to 270 h (2G) / Up to 270 h (3G),,,Up to 6 h 40 min (2G) / Up to 8 h 20 min (3G),,,,,,,,,,,,,
lg,LG Watch Urbane LTE,https://fdn2.gsmarena.com/vv/bigpic/lg-watch-urbane-lte.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA,LTE (unspecified),"HSPA, LTE","2015, March","Available. Released 2015, March",,45 g (3G)/ 115 g (LTE) (4.06 oz),Nano-SIM,"P-OLED capacitive touchscreen, 16M colors","1.3 inches, 5.5 cm2","320 x 320 pixels, 1:1 ratio (~348 ppi density)",LG Wearable Platform,Qualcomm Snapdragon 400 (28 nm),Quad-core 1.2 GHz Cortex-A7,Adreno 305,No,"4 GB, 1 GB RAM",,,,,,Yes,No,IP67 dust/water resistant (up to 1m for 30 mins),Wi-Fi 802.11 b/g/n,"4.0, LE",Yes,No,TBC,"Accelerometer, gyro, proximity, heart rate, barometer",No,Silver,About 320 EUR,,,,,Non-removable Li-Ion 700 mAh battery (LTE model),,,,Yes,,,,,,,,,Yes,Yes,Up to 48 h (mixed usage),,,,,,,,,,,,,,,,
lg,LG G Watch W100,https://fdn2.gsmarena.com/vv/bigpic/lg-g-watch.jpg,No cellular connectivity,N/A,,,,"2014, June","Available. Released 2014, June",46.5 x 37.9 x 10 mm (1.83 x 1.49 x 0.39 in),63 g (2.22 oz),No,"IPS LCD capacitive touchscreen, 16M colors","1.65 inches, 8.8 cm2 (~49.8% screen-to-body ratio)","280 x 280 pixels, 1:1 ratio (~240 ppi density)",Android Wear OS,Qualcomm Snapdragon 400 (28 nm),Quad-core 1.2 GHz Cortex-A7,Adreno 305,No,"4 GB, 512 MB RAM",,,,,,Yes,No,IP67 dust/water resistant (up to 1m for 30 mins) Compatible with standard 22mm straps,No,"4.0, A2DP",No,No,No,"Accelerometer, gyro, compass",Always-on display,"Black Titan, White Gold",About 90 EUR,,,,,Non-removable Li-Ion 400 mAh battery,,,Corning Gorilla Glass 3,,,,,,,,,,No,No,Up to 24 h (mixed usage),,,,,,,,,,,,,,,,
lg,LG Magna,https://fdn2.gsmarena.com/vv/bigpic/lg-magna-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 - H502 model,HSDPA 900 / 2100,LTE (lte model only),"HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2015, February","Available. Released 2015, May",139.8 x 69.9 x 10.1 mm (5.50 x 2.75 x 0.40 in),137 g (4.83 oz),"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~70.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Android 5.0.1 (Lollipop), upgradable to 6.0.1 (Marshmallow)",Mediatek MT6582 - H502 model,Quad-core 1.2 GHzQuad-core 1.3 GHz Cortex-A7 - H502 model,Mali-400MP2 - H502 model,"microSD, up to 32 GB (dedicated slot)","8 GB, 1 GB RAM",,LED flash,1080p@30fps,"8 MP, f/2.4, AF",,Yes,Yes,Removable Li-Ion 2540 mAh battery,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.1, A2DP, LE","Yes, with A-GPS","FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",,"Black, White, Gold",About 140 EUR,"H502, H500, H520",,,5 MP,,,,,,,,,,,,,,,,Up to 350 h (3G),,0.78 W/kg (head)     0.62 W/kg (body),Up to 10 h (3G),,,,,,,,,,,,,
lg,LG Spirit,https://fdn2.gsmarena.com/vv/bigpic/lg-spirit1.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 900 / 1900 / 2100 - H440N,"LTE band 1(2100), 3(1800), 7(2600), 8(900), 20(800) - H440N","HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2015, February","Available. Released 2015, March",133.3 x 66.1 x 10 mm (5.25 x 2.60 x 0.39 in),124.4 g (4.37 oz),"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","4.7 inches, 60.9 cm2 (~69.1% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~312 ppi density)","Android 5.0.1 (Lollipop), upgradable to 6.0.1 (Marshmallow)","Qualcomm MSM8916 Snapdragon 410 (28 nm) - H440N, H445Mediatek MT6582 - H420","Quad-core 1.2 GHz Cortex-A53 - H440N, H445Quad-core 1.3 GHz Cortex-A7 - H420",Adreno 306Mali-400MP2,"microSD, up to 32 GB (dedicated slot)","8 GB, 1 GB RAM",,LED flash,1080p@30fps,"8 MP, AF - H440N, H445 5 MP, AF - H420",720p,Yes,Yes,HSDPA 900 / 2100 - H420,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.1, A2DP, LE","Yes, with A-GPS, GLONASS","FM radio, RDS",microUSB 2.0,"Accelerometer, proximity",HSDPA 850 / 1900 / 2100 - H445,"Titan, Gold, White",About 120 EUR,"H440n, H442",,,1 MP,Removable Li-Ion 2100 mAh battery,,,Corning Gorilla Glass 3,Yes (H445 only),,,,,,,,,,,Up to 540 h (2G) / Up to 591 h (3G),1.06 W/kg (head)     0.92 W/kg (body),0.78 W/kg (head)     0.69 W/kg (body),,,,,,,,,,,,,,
lg,LG Leon,https://fdn2.gsmarena.com/vv/bigpic/lg-leon.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 900 / 1900 / 2100 - H340N,"LTE band 1(2100), 3(1800), 7(2600), 8(900), 20(800) - H340N","HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2015, February","Available. Released 2015, April",129.9 x 64.9 x 10.9 mm (5.11 x 2.56 x 0.43 in),140 g (4.94 oz),"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~66.2% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",Android 5.0.1 (Lollipop),Qualcomm MSM8916 Snapdragon 410 (28 nm),Quad-core 1.2 GHz Cortex-A53,Adreno 306,"microSD, up to 32 GB (dedicated slot)","8 GB, 1 GB RAM",,LED flash,1080p@30fps,"5 MP or 8 MP, AF",,Yes,Yes,HSDPA 850 / 1700(AWS) / 1900 - T-Mobile,"Wi-Fi 802.11 b/g/n, hotspot","4.1, A2DP, LE","Yes, with A-GPS, GLONASS","FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass","LTE band 2(1900), 4(1700/2100), 12(700) - T-Mobile","Titan, Gold",About 120 EUR,"H324, H340n, H320",,,VGA,Removable Li-Ion 1900 mAh battery,,,,,,,,,,,,,,,Up to 465 h (2G) / Up to 505 h (3G),1.05 W/kg (head)     0.80 W/kg (body),0.99 W/kg (head)     0.78 W/kg (body),,,,,,,,,,,,,,
lg,LG Joy,https://fdn2.gsmarena.com/vv/bigpic/lg-joy-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 2100,"LTE band 3(1800), 7(2600), 8(900), 20(800)","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2015, February","Available. Released 2015, May",122.7 x 64 x 11.9 mm (4.83 x 2.52 x 0.47 in),128 g (4.52 oz),Micro-SIM,"Capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~58.0% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Android 4.4 (KitKat),Qualcomm MSM8210 Snapdragon 200 (28 nm),Dual-core 1.2 GHz Cortex-A7,Adreno 302,"microSD, up to 32 GB (dedicated slot)","4 GB, 512 MB RAM",,LED flash,Yes,5 MP,,Yes,Yes,Removable Li-Ion 1900 mAh battery,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS","FM radio, RDS",microUSB 2.0,Accelerometer,,"Dark blue, White",About 90 EUR,,,,VGA,,,,,,,,,,,,,,,,Up to 518 h (2G) / Up to 641 h (3G),,1.25 W/kg (head)     1.10 W/kg (body),,,,,,,,,,,,,,
lg,LG G Flex2,https://fdn2.gsmarena.com/vv/bigpic/lg-g-flex2.jpg,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1900 / 2100,"LTE band 1(2100), 3(1800), 7(2600), 8(900), 20(800) - H955","HSPA 42.2/21.1 Mbps, LTE-A Cat6 300/50 MbpsLTE-A, EV-DO Rev.A 3.1 Mbps - US995 (U.S. Cellular)","2015, January","Available. Released 2015, February",149.1 x 75.3 x 9.4 mm (5.87 x 2.96 x 0.37 in),152 g (5.36 oz),Micro-SIM,"Curved P-OLED capacitive touchscreen, 16M colors","5.5 inches, 82.6 cm2 (~73.5% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~403 ppi density)","Android 5.0.1 (Lollipop), upgradable to 6.0.1 (Marshmallow)",Qualcomm MSM8994 Snapdragon 810 (20 nm),Octa-core (4x1.5 GHz Cortex-A53 & 4x2.0 GHz Cortex-A57),Adreno 430,"microSD, up to 256 GB (dedicated slot)","16 GB, 2 GB RAM/ 32 GB, 3 GB RAM",,"Dual-LED flash, panorama, HDR","2160p@30fps, 1080p@60fps, HDR, stereo sound rec.","13 MP, f/2.4, Laser AF, OIS",1080p@30fps,Yes,Yes,CDMA 800 / 1900 - US995 (U.S. Cellular),"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","4.1, A2DP, LE, aptX","Yes, with A-GPS, GLONASS","Stereo FM radio, RDS","microUSB 2.0 (SlimPort), USB Host","Accelerometer, gyro, proximity, compass, color spectrum",CDMA2000 1xEV-DO - US995 (U.S. Cellular),"Platinum Silver, Flamenco Red",About 270 EUR,"F510, LS996, H950, H955, US995",,,2.1 MP,Non-removable Li-Po 3000 mAh battery,,Curved body and display,Corning Gorilla Glass 3,Yes,Fast battery charging 18W (Quick Charge 2.0),,,,Photo / Video,,,Endurance rating 62h,,,Up to 520 h (2G) / Up to 450 h (3G),1.10 W/kg (head)     1.07 W/kg (body),0.68 W/kg (head)     0.44 W/kg (body),Up to 18 h (2G) / Up to 20 h (3G),Yes,,,,,,,,,,,,
lg,LG Tribute,https://fdn2.gsmarena.com/vv/bigpic/lg-tribute-ls660.jpg,CDMA / EVDO / LTE,CDMA 800 / 1900,CDMA2000 1xEV-DO,"LTE band 25(1900), 26(850), 41(2500)","LTE, EV-DO Rev.A 3.1 Mbps","2014, September","Available. Released 2014, October",127.5 x 67.8 x 10.7 mm (5.02 x 2.67 x 0.42 in),138.9 g (4.94 oz),Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 57.6 cm2 (~66.7% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~207 ppi density)",Android 4.4.2 (KitKat),Qualcomm MSM8926 Snapdragon 400 (28 nm),Quad-core 1.2 GHz Cortex-A7,Adreno 305,"microSD, up to 32 GB (dedicated slot)","4 GB, 1 GB RAM",,"LED flash, panorama",1080p@30fps,"5 MP, AF",,Yes,Yes,Removable Li-Ion 2100 mAh battery,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, LE","Yes, with A-GPS",No,microUSB 2.0,"Accelerometer, proximity",,White,About 50 EUR,LGLS676,,,VGA,,,,,,,,,,,,,,,,,,,Up to 15 h (3G),,,,,,,,,,,,,
lg,LG L Prime,https://fdn2.gsmarena.com/vv/bigpic/lg-l-prime-d337.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 2100,,HSPA,"2014, November","Available. Released 2014, November",138.2 x 70.6 x 10.7 mm (5.44 x 2.78 x 0.42 in),-,Dual SIM (dual stand-by),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~70.6% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",Android 4.4.2 (KitKat),,Quad-core 1.3 GHz,,"microSD, up to 32 GB (dedicated slot)","8 GB, 1 GB RAM",,LED flash,720p,8 MP,,Yes,Yes,Digital TV,Wi-Fi 802.11 b/g,"4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",Removable Li-Ion 2460 mAh battery,"White, Titanium, Gold",About 130 EUR,,,,1.3 MP,,,,,,,,,,,,,,,,,0.58 W/kg (head)     1.28 W/kg (body),,,,,,,,,,,,,,,
lg,LG G2 Lite,https://fdn2.gsmarena.com/vv/bigpic/lg-g2-lite-d295.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 2100,,HSPA,"2014, November","Available. Released 2014, November",127.5 x 67.9 x 11.9 mm (5.02 x 2.67 x 0.47 in),153.7 g (5.40 oz),Dual SIM (dual stand-by),"IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 57.6 cm2 (~66.6% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~207 ppi density)",Android 4.4.2 (KitKat),,Quad-core 1.2 GHz,,"microSD, up to 32 GB (dedicated slot), 4 GB included","4 GB, 1 GB RAM",,LED flash,480p,8 MP,,Yes,Yes,Removable Li-Ion 1820 mAh battery,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",,"White, Black, Gold",About 100 EUR,,,,VGA,,,,,,,,,,,,,,,,Up to 345 h (2G) / Up to 345 h (3G),,0.75 W/kg (head)     0.67 W/kg (body),Up to 15 h (2G) / Up to 11 h 30 min (3G),,,,,,,,,,,,,
lg,LG G3 Dual-LTE,https://fdn2.gsmarena.com/vv/bigpic/lg-g3-dual-sim.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 - D856,"LTE band 1(2100), 3(1800), 7(2600), 8(900), 20(800), 28(700), 40(2300) - SIM 1","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2014, October","Available. Released 2014, November",146.3 x 74.6 x 8.9 mm (5.76 x 2.94 x 0.35 in),149 g (5.26 oz),"Dual SIM (Micro-SIM, dual stand-by)","True HD-IPS + LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~76.4% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~534 ppi density)","Android 4.4.2 (KitKat), upgradable to 5.0.2 (Lollipop) or v6.0 (Marshmallow)",Qualcomm MSM8975AC Snapdragon 801 (28 nm),Quad-core 2.5 GHz Krait 400,Adreno 330,"microSD, up to 256 GB (dedicated slot)","32 GB, 3 GB RAM",,"Dual-LED dual-tone flash, panorama, HDR","2160p@30fps, 1080p@30fps, HDR, stereo sound rec.","13 MP, 1/3"", PDAF/Laser AF, OIS",1080p@30fps,Yes,Yes,HSDPA 850 / 900 / 1900 / 2100 - D858HK,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP, LE","Yes, with A-GPS, GLONASS","Stereo FM radio, RDS","microUSB 2.0 (SlimPort), USB Host","Accelerometer, gyro, proximity, compass","LTE band 1(2100), 3(1800), 7(2600), 38(2600), 39(1900), 40(2300), 41(2500) - D858HK","Metallic Black, Silk White",About 250 EUR,D858HK,,,2.1 MP,Removable Li-Ion 3000 mAh battery,,,Corning Gorilla Glass 3,Yes,Qi wireless charging (optional),,,,,,,,,,Up to 530 h (2G) / Up to 638 h (3G),,1.46 W/kg (head)     0.38 W/kg (body),Up to 22 h (2G) / Up to 20 h (3G),Yes,,,,,,,,,,,,
lg,LG G3 Screen,https://fdn2.gsmarena.com/vv/bigpic/lg-g3-screen.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA,LTE (unspecified),"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2014, October","Available. Released 2014, December",157.8 x 81.8 x 9.5 mm (6.21 x 3.22 x 0.37 in),182 g (6.42 oz),Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","5.9 inches, 96.0 cm2 (~74.3% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~373 ppi density)",Android 4.4.4 (KitKat),LG Nuclun,Octa-core (4x1.5 GHz Cortex-A15 4x1.2 GHz Cortex-A7),,"microSD, up to 256 GB (dedicated slot)","32 GB, 2 GB RAM",,"Dual-LED flash, panorama, HDR","1080p@30fps, HDR, stereo sound rec.","13 MP, 1/3"", AF, OIS",1080p@30fps,Yes,Yes,Active noise cancellation with dedicated mic,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS",No,microUSB 2.0,"Accelerometer, gyro, proximity, compass",Removable Li-Ion 3000 mAh battery,"Black, White",About 250 EUR,F490L,,,2.1 MP,,,,,Yes,,,,,,,,,Yes,Yes,Up to 640 h (3G),,,Up to 13 h (3G),,,,,,,,,,,,,
lg,LG F60,https://fdn2.gsmarena.com/vv/bigpic/lg-l-fino.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 - D392,HSDPA 900 / 1900 / 2100 - D390N,"LTE band 3(1800), 7(2600), 20(800) - D390N","HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2014, September","Available. Released 2014, October",127.5 x 67.9 x 10.6 mm (5.02 x 2.67 x 0.42 in),129.6 g (4.55 oz),"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 57.6 cm2 (~66.6% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~207 ppi density)",Android 4.4.2 (KitKat),Qualcomm MSM8916 Snapdragon 410 (28 nm),Quad-core 1.2 GHz Cortex-A53,Adreno 306,"microSD, up to 32 GB (dedicated slot)","4/8 GB, 1 GB RAM",,"LED flash, panorama",720p@30fps,"5 MP, AF",,Yes,Yes,GSM 850 / 900 / 1800 / 1900 - D390N,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS",No,microUSB 2.0,"Accelerometer, proximity",HSDPA 850 / 900 / 2100 - D392,"White, Black",About 100 EUR,D390n,,,VGA,Removable Li-Ion 2100 mAh battery,,,,,,,,,,,,,,,,1.36 W/kg (head)     0.99 W/kg (body),0.66 W/kg (head)     0.56 W/kg (body),,,,,,,,,,,,,,
lg,LG L60,https://fdn2.gsmarena.com/vv/bigpic/lg-l60.jpg,GSM / HSPA,GSM 900 / 1800,HSDPA 900 / 2100,,HSPA 21.1/5.76 Mbps,"2014, August","Available. Released 2014, August",124.1 x 66.3 x 11.8 mm (4.89 x 2.61 x 0.46 in),119 g (4.20 oz),Micro-SIM,"TFT capacitive touchscreen, 16M colors","4.3 inches, 52.6 cm2 (~64.0% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~217 ppi density)",Android 4.4.2 (KitKat),,Dual-core 1.3 GHz,Adreno 305,"microSD, up to 32 GB (dedicated slot)","4 GB, 512 MB RAM",,"LED flash, panorama",480p@30fps,5 MP,,Yes,Yes,Removable Li-Ion 1540 mAh battery,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",,"Black, White",About 90 EUR,X145,,,VGA,,,,,,,,,,,,,,,,Up to 264 h,,0.50 W/kg (head)     0.68 W/kg (body),Up to 5 h 12 min,,,,,,,,,,,,,
lg,LG L60 Dual,https://fdn2.gsmarena.com/vv/bigpic/lg-l60-dual.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,,HSPA 21.1/5.76 Mbps,"2014, August","Available. Released 2014, August",124.1 x 66.3 x 12 mm (4.89 x 2.61 x 0.47 in),-,"Dual SIM (Mini-SIM, dual stand-by)","TFT capacitive touchscreen, 16M colors","4.3 inches, 52.6 cm2 (~64.0% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~217 ppi density)",Android 4.4.2 (KitKat),,Dual-core 1.3 GHz,Adreno 305,"microSD, up to 32 GB (dedicated slot)","4 GB, 512 MB RAM",,"LED flash, panorama",480p@30fps,5 MP,,Yes,Yes,Removable Li-Ion 1700 mAh battery,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",,"Black, White",About 90 EUR,X147,,,VGA,,,,,,,,,,,,,,,,,,0.35 W/kg (head)     0.68 W/kg (body),,,,,,,,,,,,,,
lg,LG G3 Stylus,https://fdn2.gsmarena.com/vv/bigpic/lg-g3-stylus.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 - D690,,HSPA 21.1/5.76 Mbps,"2014, August","Available. Released 2014, October",149.3 x 75.9 x 10.2 mm (5.88 x 2.99 x 0.40 in),163 g (5.75 oz),"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~73.6% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~200 ppi density)",Android 4.4.2 (KitKat),Mediatek MT6582 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,"microSD, up to 32 GB (dedicated slot)","8 GB, 1 GB RAM",,"LED flash, panorama",1080p@30fps,"13 MP, f/2.4, AF",,Yes,Yes,Stylus,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 3000 mAh battery,"Black, White, Gold",About 240 EUR,D690,,,1.3 MP,,,,,,,,,,,,,,,,Up to 780 h (2G) / Up to 880 h (3G),0.28 W/kg (head)     0.59 W/kg (body),0.27 W/kg (head)     0.43 W/kg (body),Up to 25 h (2G) / Up to 16 h 30 min (3G),,,,,,,,,,,,,
lg,LG L Bello,https://fdn2.gsmarena.com/vv/bigpic/lg-l-bello.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 2100 - D335,,HSPA 21.1/5.76 Mbps,"2014, August","Available. Released 2014, September",138.1 x 70.6 x 10.7 mm (5.44 x 2.78 x 0.42 in),137 g (4.83 oz),"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~70.7% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",Android 4.4.2 (KitKat); LG UI 3,Mediatek MT6582 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,"microSD, up to 32 GB (dedicated slot)","8 GB, 1 GB RAM",,"LED flash, panorama",1080p@30fps,"8 MP, AF",,Yes,Yes,HSDPA 900 / 2100 - D331,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS","FM radio, RDS",microUSB 2.0,"Accelerometer, proximity",Removable Li-Ion 2540 mAh battery,"White, Black, Gold",About 100 EUR,"D335, D331",,,1 MP,,,,,,,,,,,,,,,,Up to 600 h (2G) / Up to 600 h (3G),0.58 W/kg (head)     1.28 W/kg (body),0.59 W/kg (head)     0.76 W/kg (body),Up to 12 h 30 min (2G) / Up to 10 h (3G),,,,,,,,,,,,,
lg,LG L Fino,https://fdn2.gsmarena.com/vv/bigpic/lg-l-fino.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 900 / 2100,,HSPA 21.1/5.76 Mbps,"2014, August","Available. Released 2014, September",127.5 x 67.9 x 11.9 mm (5.02 x 2.67 x 0.47 in),145 g (5.11 oz),"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 57.6 cm2 (~66.6% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~207 ppi density)",Android 4.4.2 (KitKat); LG UI 3,Qualcomm MSM8212 Snapdragon 200 (28 nm),Quad-core 1.2 GHz Cortex-A7,Adreno 302,"microSD, up to 32 GB (dedicated slot)","4 GB, 1 GB RAM",,"LED flash, panorama",480p,"8 MP, AF",,Yes,Yes,Removable Li-Ion 1900 mAh battery,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS","FM radio, RDS",microUSB 2.0,"Accelerometer, proximity",,"White, Black, Gold, Red, Green",About 110 EUR,,,,VGA,,,,Corning Gorilla Glass 3,Yes,,,,,,,,,,,Up to 345 h (3G),,,Up to 15 h (3G),,,,,,,,,,,,,
