Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Triple,Features,Video,Single,Video_1,Loudspeaker,3.5mm jack,,WLAN,Bluetooth,GPS,Radio,USB,Sensors,_1,Colors,Price,Models,Dual,Features_1,Single_1,_1_1,5G,Build,Protection,NFC,Charging,Dual or Triple,Performance,Display,Camera,Loudspeaker_1,Audio quality,Battery life,GPRS,EDGE,Stand-by,SAR,SAR EU,Talk time,Infrared port,Phonebook,Call records,Messaging,Games,Java,Keyboard,Browser,Music play,Alert types,Languages,Clock,Alarm
lg,LG G Pad 8.0 LTE,https://fdn2.gsmarena.com/vv/bigpic/lg-g-pad-80-2014.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1900 / 2100,"LTE band 3(1800), 4(1700/2100), 7(2600), 20(800)","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2014, August","Available. Released 2014, August",210.8 x 124.2 x 10 mm (8.30 x 4.89 x 0.39 in),344 g (12.13 oz),Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","8.0 inches, 187.6 cm2 (~71.6% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~188 ppi density)","Android 4.4.2 (KitKat), upgradable to 5.0.2 (Lollipop)",Qualcomm MSM8926 Snapdragon 400 (28 nm),Quad-core 1.2 GHz Cortex-A7,Adreno 305,"microSD, up to 32 GB (dedicated slot)","16/32 GB, 1 GB RAM",,Panorama,1080p@30fps,"5 MP, AF",720p,Yes,Yes,HSDPA 900 / 2100,"Wi-Fi 802.11 a/b/g/n, dual-band, hotspot, Wi-Fi Direct, DLNA","4.0, LE","Yes, with A-GPS, GLONASS",No,microUSB 2.0,"Accelerometer, compass","LTE band 3(1800), 7(2600), 8(900), 20(800)","Black, White, Luminous Orange, Luminous Blue",About 240 EUR,V49,,,1.3 MP,Non-removable Li-Ion 4200 mAh battery,,,Corning Gorilla Glass,,,,,,,,,,,,Up to 650 h (3G),,,,Yes,,,,,,,,,,,,
lg,LG G Vista,https://fdn2.gsmarena.com/vv/bigpic/lg-g-vista-att.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 1900 / 2100,"LTE band 2(1900), 4(1700/2100), 5(850), 17(700)","HSPA, LTE","2014, August","Available. Released 2014, August",152.1 x 79.2 x 9.1 mm (5.99 x 3.12 x 0.36 in),167 g (5.89 oz),Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 89.6 cm2 (~74.4% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~258 ppi density)",Android 4.4.2 (KitKat),Qualcomm Snapdragon 400 (28 nm),Quad-core 1.2 GHz,Adreno 305,"microSD, up to 32 GB (dedicated slot)","8 GB, 1.5 GB RAM",,"LED flash, panorama, HDR",1080p@30fps,"8 MP, Laser AF",,Yes,Yes,Active noise cancellation with dedicated mic,"Wi-Fi 802.11 a/b/g/n, dual-band, DLNA, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS",No,microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 3200 mAh battery,Metallic Black,About 270 EUR,D631,,,1.3 MP,,,,Corning Gorilla Glass 3,Yes,,,,,,,,,,,Up to 657 h (3G),,,Up to 26 h 40 min (3G),,,,,,,,,,,,,
lg,LG G3 A,https://fdn2.gsmarena.com/vv/bigpic/lg-g3-1.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA,LTE (unspecified),"HSPA, LTE-A","2014, August","Available. Released 2014, August",141 x 71.6 x 9.8 mm (5.55 x 2.82 x 0.39 in),146.8 g (5.19 oz),Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~73.8% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)",Android 4.4.2 (KitKat),Qualcomm Snapdragon 800 (28 nm),Quad-core 2.26 GHz Krait 400,Adreno 330,"microSD, up to 256 GB (dedicated slot)","32 GB, 2 GB RAM",,"Dual-LED dual-tone flash, panorama, HDR",Yes,"13 MP, 1/3"", Laser AF, OIS",,Yes,Yes,Active noise cancellation with dedicated mic,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP, LE","Yes, with A-GPS",No,microUSB 2.0,"Accelerometer, gyro, proximity, compass",DMB TV tuner,"White, Titanium",About 360 EUR,,,,2.1 MP,Removable Li-Ion 2610 mAh battery,,,To be confirmed,Yes,,,,,,,,,Class 12,Class 12,Up to 532 h (2G) / Up to 628 h (3G),,,Up to 12 h (2G) / Up to 19 h (3G),,,,,,,,,,,,,
lg,LG G Pad 7.0 LTE,https://fdn2.gsmarena.com/vv/bigpic/lg-gpad-7-lte.jpg,HSPA / LTE,N/A,HSDPA 850 / 1900 / 2100,"LTE band 2(1900), 4(1700/2100), 5(850), 17(700)","HSPA, LTE","2014, August","Available. Released 2014, August",189.2 x 113.8 x 10.2 mm (7.45 x 4.48 x 0.40 in),294.8 g (10.41 oz),Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","7.0 inches, 142.1 cm2 (~66.0% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~216 ppi density)","Android 4.4.2 (KitKat), upgradable to 5.0 (Lollipop)",Qualcomm Snapdragon 400 (28 nm),Quad-core 1.2 GHz Cortex-A7,Adreno 305,"microSD, up to 32 GB (dedicated slot)","16 GB, 1 GB RAM",,,Yes,5 MP,,Yes,Yes,Non-removable Li-Ion 4000 mAh battery,"Wi-Fi 802.11 a/b/g/n, dual-band","4.0, A2DP","Yes, with A-GPS",No,microUSB 2.0,"Accelerometer, compass",,Black,About 190 EUR,,,,Yes,,,,,,,,,,,,,,,,Up to 552 h (3G),,,Up to 10 h (multimedia) (3G),Yes,,,,,,,,,,,,
lg,LG L50,https://fdn2.gsmarena.com/vv/bigpic/lg-l50.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,HSPA 21.1/5.76 Mbps,"2014, July","Available. Released 2014, July",124.5 x 65.4 x 12.2 mm (4.90 x 2.57 x 0.48 in),142 g (5.01 oz),Micro-SIM,Capacitive touchscreen,"4.0 inches, 45.5 cm2 (~55.9% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Android 4.4.2 (KitKat),Mediatek MT6572 (28 nm),Dual-core 1.3 GHz Cortex-A7,Mali-400,"microSD, up to 32 GB (dedicated slot)","4 GB, 512 MB RAM",,"LED flash, panorama",480p,3.15 MP,,Yes,Yes,Removable Li-Ion 1900 mAh battery,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS","FM radio, recording",microUSB 2.0,"Accelerometer, proximity, compass",,"Black, White",About 100 EUR,L50,,,VGA,,,,,Yes,,,,,,,,,,,,,1.12 W/kg (head)     0.78 W/kg (body),,,,,,,,,,,,,,
lg,LG L30,https://fdn2.gsmarena.com/vv/bigpic/lg-l30.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,HSPA 14.4/5.76 Mbps,"2014, June","Available. Released 2014, June",105.6 x 64.5 x 13 mm (4.16 x 2.54 x 0.51 in),-,Mini-SIM,Capacitive touchscreen,"3.2 inches, 31.7 cm2 (~46.6% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~125 ppi density)",Android 4.4.2 (KitKat),Mediatek MT6572M (28 nm),Dual-core 1.0 GHz Cortex-A7,Mali-400,"microSD, up to 32 GB (dedicated slot)","4 GB, 512 MB RAM",,,480p,2 MP,,Yes,Yes,HSDPA 850 / 1900,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS",FM radio,microUSB 2.0,Accelerometer,HSDPA 850 / 2100,"Black, White",About 60 EUR,,,,,Removable Li-Ion 1540 mAh battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lg,LG L20,https://fdn2.gsmarena.com/vv/bigpic/lg-l20.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,HSPA 14.4/5.76 Mbps,"2014, July","Available. Released 2014, July",105.6 x 64.5 x 13 mm (4.16 x 2.54 x 0.51 in),-,Mini-SIM,Capacitive touchscreen,"3.0 inches, 27.9 cm2 (~40.9% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~133 ppi density)",Android 4.4.2 (KitKat),Mediatek MT6572M (28 nm),Dual-core 1.0 GHz Cortex-A7,Mali-400,"microSD, up to 32 GB (dedicated slot)","4 GB, 512 MB RAM",,,480p,2 MP,,Yes,Yes,HSDPA 850 / 1900,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS",FM radio,microUSB 2.0,,HSDPA 850 / 2100,"Black, White",About 50 EUR,,,,,Removable Li-Ion 1540 mAh battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lg,LG G Vista (CDMA),https://fdn2.gsmarena.com/vv/bigpic/lg-g-vista-cdma.jpg,CDMA / EVDO / LTE,CDMA 800 / 1900,CDMA2000 1xEV-DO,"LTE band 4(1700/2100), 13(700)","EV-DO Rev.A 3.1 Mbps, LTE","2014, August","Available. Released 2014, August",152.2 x 79.3 x 9.1 mm (5.99 x 3.12 x 0.36 in),168.1 g (5.93 oz),Micro-SIM,"Capacitive touchscreen, 16M colors","5.7 inches, 89.6 cm2 (~74.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~258 ppi density)","Android 4.4.2 (KitKat), upgradable to 5.1.1 (Lollipop)",,Quad-core 1.2 GHz,,"microSD, up to 64 GB (dedicated slot)","8 GB, 1.5 GB RAM",,"LED flash, panorama, HDR",1080p@30fps,"8 MP, Laser AF",,Yes,Yes,Active noise cancellation with dedicated mic,"Wi-Fi 802.11 a/b/g/n, dual-band, DLNA, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS, S-GPS, GLONASS",No,microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 3200 mAh battery,Metallic Black,About 300 EUR,,,,1.3 MP,,,,Corning Gorilla Glass 3,Yes,,,,,,,,,,,Up to 514 h (3G),0.48 W/kg (head)     1.01 W/kg (body),,Up to 15 h (3G),,,,,,,,,,,,,
lg,LG G3 LTE-A,https://fdn2.gsmarena.com/vv/bigpic/lg-g3-1.jpg,GSM / LTE,GSM 850 / 900 / 1800 / 1900,TD-SCDMA,LTE (unspecified),"HSPA 42.2/5.76 Mbps, LTE-A Cat6 300/50 Mbps","2014, January","Available. Released 2014, July",146.3 x 74.6 x 9.1 mm (5.76 x 2.94 x 0.36 in),154 g (5.43 oz),Micro-SIM,"True HD-IPS + LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~76.4% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~534 ppi density)","Android 4.4.2 (KitKat), upgradable to 5.0.1 (Lollipop)",Qualcomm APQ8084 Snapdragon 805 (28 nm),Quad-core 2.7 GHz Krait 450,Adreno 420,"microSD, up to 256 GB (dedicated slot)","32 GB, 3 GB RAM",,"Dual-LED dual-tone flash, panorama, HDR","2160p@30fps, 1080p@30fps, HDR, stereo sound rec.","13 MP, 1/3"", PDAF/Laser AF, OIS",1080p@30fps,Yes,Yes,Dolby mobile Active noise cancellation with dedicated mic,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot",Yes,"Yes, with A-GPS, GLONASS",No,"microUSB 2.0 (SlimPort), USB Host","Accelerometer, gyro, proximity, compass",DMB TV,"Silk White, Shine Gold, Metallic Black, Wine, Moon Violet",About 330 EUR,"F460, F460L, F400L, F460K, F400S, F460S",,,2.1 MP,Removable Li-Ion 3000 mAh battery,,,Corning Gorilla Glass 3,Yes,Qi wireless charging,,,,,,,,Yes,Yes,Up to 500 h (3G),,,Up to 20 h (3G),Yes,,,,,,,,,,,,
lg,LG G3 S Dual,https://fdn2.gsmarena.com/vv/bigpic/lg-g3-s.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,,HSPA,"2014, July","Available. Released 2014, August",137.7 x 69.6 x 10.3 mm (5.42 x 2.74 x 0.41 in),-,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~71.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 4.4.2 (KitKat),Qualcomm Snapdragon 400 (28 nm),Quad-core 1.2 GHz Cortex-A7,Adreno 305,"microSD, up to 64 GB (dedicated slot)","8 GB, 1 GB RAM",,"LED flash, HDR",1080p@30fps,"8 MP, AF",,Yes,Yes,Active noise cancellation with dedicated mic,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP, LE, aptX","Yes, with A-GPS, GLONASS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 2540 mAh battery,"Metallic Black, Silk White",About 210 EUR,D,,,1.3 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lg,LG G3 S,https://fdn2.gsmarena.com/vv/bigpic/lg-g3-beat.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,"HSDPA 850 / 900 / 1900 / 2100 - D722, D722K (HK)","LTE band 3(1800), 7(2600), 20(800) - D722","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2014, July","Available. Released 2014, August",137.7 x 69.6 x 10.3 mm (5.42 x 2.74 x 0.41 in),134 g (4.73 oz),Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~71.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Android 4.4.2 (KitKat), upgradable to 5.0.2 (Lollipop)",Qualcomm MSM8926 Snapdragon 400 (28 nm),Quad-core 1.2 GHz Cortex-A7,Adreno 305,"microSD, up to 64 GB (dedicated slot)","8 GB, 1 GB RAM",,"LED flash, HDR",1080p@30fps,"8 MP, Laser AF",,Yes,Yes,HSDPA 850 / 900 / 2100 - D722K (India),"Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP, LE, aptX","Yes, with A-GPS, GLONASS","FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass","LTE band 1(2100), 3(1800), 7(2600), 8(900), 20(800) - D722 (Italy)","Metallic Black, Silk White, Shine Gold",About 190 EUR,"D722, D724",,,1.3 MP,Removable Li-Ion 2540 mAh battery,,,Corning Gorilla Glass 3,Yes,,,,,,,,,,,Up to 700 h (2G) / Up to 750 h (3G),0.53 W/kg (head)     0.73 W/kg (body),0.55 W/kg (head)     0.43 W/kg (body),Up to 16 h (2G) / Up to 15 h (3G),Yes,,,,,,,,,,,,
lg,LG L65 D280,https://fdn2.gsmarena.com/vv/bigpic/lg-l65.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,HSPA 21.1/5.76 Mbps,"2014, June","Available. Released 2014, June",127.2 x 66.8 x 9.5 mm (5.01 x 2.63 x 0.37 in),127 g (4.48 oz),Mini-SIM,"IPS LCD capacitive touchscreen, 16M colors","4.3 inches, 52.6 cm2 (~61.9% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~217 ppi density)",Android 4.4.2 (KitKat); LG UI 3,Qualcomm MSM8210 Snapdragon 200 (28 nm),Dual-core 1.2 GHz Cortex-A7,Adreno 302,"microSD, up to 32 GB (dedicated slot)","4 GB, 1 GB RAM",,"LED flash, panorama",480p,"5 MP, AF",,Yes,Yes,Removable Li-Ion 2100 mAh battery,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",,"White, Black",About 190 EUR,,,,VGA,,,,,,,,,,,,,,,,Up to 460 h (2G) / Up to 460 h (3G),0.57 W/kg (head)     1.12 W/kg (body),0.70 W/kg (head),Up to 6 h (2G) / Up to 7 h (3G),,,,,,,,,,,,,
lg,LG G3 (CDMA),https://fdn2.gsmarena.com/vv/bigpic/lg-g3-cdma.jpg,GSM / CDMA / HSPA / EVDO / LTE,"GSM 850 / 900 / 1800 / 1900 - VS985, LS990",CDMA2000 1xEV-DO - VS985,"LTE band 4(1700/2100), 13(700) - VS985","HSPA, LTE Cat4 150/50 Mbps (LS990)LTE Cat4, EV-DO Rev.A 3.1 Mbps (VS985)","2014, July","Available. Released 2014, July",146.3 x 74.7 x 8.9 mm (5.76 x 2.94 x 0.35 in),149.7 g (5.29 oz),Micro-SIM,"True HD-IPS + LCD capacitive touchscreen, 16M colors","5.5 inches, 82.2 cm2 (~75.2% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~538 ppi density)","Android 4.4.2 (KitKat), upgradable to 6.0 (Marshmallow)",Qualcomm MSM8975AC Snapdragon 801 (28 nm),Quad-core 2.5 GHz Krait 400,Adreno 330,"microSD, up to 256 GB (dedicated slot)","32 GB, 3 GB RAM",,"Dual-LED dual-tone flash, panorama, HDR","2160p@30fps, 1080p@30fps, HDR, stereo sound rec.","13 MP, 1/3"", PDAF/Laser AF, OIS",1080p@30fps,Yes,Yes,CDMA 800 / 1900 - VS985,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP, LE, aptX","Yes, with A-GPS/ S-GPS (VS985)",FM radio (LS990 model),"microUSB 2.0 (SlimPort), USB Host","Accelerometer, gyro, proximity, compass",HSDPA 850 / 1900 / 2100 - LS990,"Metallic Black, Silk White (Verizon), Shine Gold (Sprint)",About 300 EUR,,,,2.1 MP,Removable Li-Ion 3000 mAh battery,,,Corning Gorilla Glass 3,Yes,,,,,,,,,,,Up to 415 h (3G),,,Up to 18 h 40 min (3G),Yes,,,,,,,,,,,,
lg,LG G3,https://fdn2.gsmarena.com/vv/bigpic/lg-g3-1.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - all versions,HSDPA 850 / 900 / 1900 / 2100 - D855,"LTE band 2(1900), 4(1700/2100), 7(2600), 17(700) - D851","HSPA 42.2/21.1 Mbps, LTE Cat4 150/50 Mbps","2014, May","Available. Released 2014, June",146.3 x 74.6 x 8.9 mm (5.76 x 2.94 x 0.35 in),149 g (5.26 oz),Micro-SIM,"True HD-IPS + LCD capacitive touchscreen, 16M colors","5.5 inches, 82.2 cm2 (~75.3% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~538 ppi density)","Android 4.4.2 (KitKat), upgradable to 6.0 (Marshmallow)",Qualcomm MSM8974AC Snapdragon 801 (28 nm),Quad-core 2.5 GHz Krait 400,Adreno 330,"microSD, up to 256 GB (dedicated slot)","16 GB, 2 GB RAM/ 32 GB, 3 GB RAM",,"Dual-LED dual-tone flash, panorama, HDR","2160p@30fps, 1080p@30fps, HDR, stereo sound rec.","13 MP, f/2.4, 29mm (standard), 1/3"", 1.12µm, PDAF/Laser AF, OIS",1080p@30fps,Yes,Yes,HSDPA 850 / 1900 / 2100 - D850,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP, LE, aptX","Yes, with A-GPS, GLONASS","Stereo FM radio, RDS - D855 model only","microUSB 2.0 (SlimPort), USB Host","Accelerometer, gyro, proximity, compass",HSDPA 850 / 1700 / 1900 / 2100 - D851,"Metallic Black, Silk White, Shine Gold, Moon Violet, Burgundy Red, Blue Steel",About 300 EUR,"D855, D850, D851, VS985 4G, D852",,,"2.1 MP, f/2.0",Removable Li-Ion 3000 mAh battery,,Plastic body,Corning Gorilla Glass 3,Yes,Qi wireless charging (optional),,Basemark OS II: 1126 / Basemark OS II 2.0: 1327Basemark X: 11552,"Contrast ratio: 789:1 (nominal), 1.820 (sunlight)",Photo / Video,Voice 70dB / Noise 66dB / Ring 80dB,Noise -99.4dB / Crosstalk -100.0dB,Endurance rating 63h,,,Up to 565 h (2G) / Up to 553 h (3G),0.39 W/kg (head)     0.48 W/kg (body),0.23 W/kg (head),Up to 19 h (2G) / Up to 21 h (3G),Yes,,,,,,,,,,,,
lg,LG 450,https://fdn2.gsmarena.com/vv/bigpic/lg-450.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 1900,,HSPA,"2014, Q4","Available. Released 2014, Q4",98 x 51.1 x 18.5 mm (3.86 x 2.01 x 0.73 in),102.9 g (3.63 oz),Mini-SIM,"TFT, 256K colors","2.2 inches, 15.2 cm2 (~30.4% screen-to-body ratio)",176 x 220 pixels (~128 ppi density),,,,,No,"256 MB, 128 MB RAM",,,144p,1.3 MP,,Yes,Yes,"Secondary external monochrome display, 64 x 96 pixels, 1 inch",No,"2.1, A2DP",No,No,microUSB,,No,Black,About 60 EUR,B450,,,,Removable Li-Ion 950 mAh battery,,,,,,,,,,,,,,,Up to 350 h,,,Up to 3 h 20 min,,Yes,Yes,"SMS, MMS",No,Yes,,,,,,,
lg,LG L35,https://fdn2.gsmarena.com/vv/bigpic/lg-l35.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,HSPA 14.4/5.76 Mbps,"2014, May","Available. Released 2014, June",109.4 x 59 x 11.9 mm (4.31 x 2.32 x 0.47 in),107 g (3.77 oz),Mini-SIM,"IPS LCD capacitive touchscreen, 16M colors","3.2 inches, 30.5 cm2 (~47.2% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~180 ppi density)",Android OS,Qualcomm MSM8210 Snapdragon 200 (28 nm),Dual-core 1.2 GHz Cortex-A7,Adreno 302,"microSD, up to 32 GB (dedicated slot)","4 GB, 512 MB RAM",,,480p,3.15 MP,,Yes,Yes,No,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB,Accelerometer,Removable Li-Ion 1540 mAh battery,"White, Black",,,,,,,,,,,,,,,,,,,,,Up to 350 h (3G),,,Up to 5 h (3G),,,,,,,,,,,,,
lg,LG Volt,https://fdn2.gsmarena.com/vv/bigpic/lg-volt-ls740.jpg,CDMA / LTE,CDMA 800 / 1900,,"LTE band 25(1900), 26(850), 41(2500)","CDMA, LTE","2014, May","Available. Released 2014, May",131.6 x 66 x 10.4 mm (5.18 x 2.60 x 0.41 in),136.1 g (4.80 oz),Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","4.7 inches, 60.9 cm2 (~70.1% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~234 ppi density)",Android 4.4.2 (KitKat),Qualcomm MSM8926 Snapdragon 400 (28 nm),Quad-core 1.2 GHz Cortex-A7,Adreno 305,"microSD, up to 64 GB (dedicated slot)","8 GB, 1 GB RAM",,"LED flash, panorama, HDR",1080p@30fps,"8 MP, AF",,Yes,Yes,Removable Li-Ion 3000 mAh battery,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS","FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",,"Blue (Boost Mobile), White (Virgin Mobile)",About 130 EUR,,,,1.3 MP,,,,Corning Gorilla Glass 2,Yes,,,,,,,,,No,No,,,,Up to 24 h (3G),Yes,,,,,,,,,,,,
lg,LG G Pad 10.1 LTE,https://fdn2.gsmarena.com/vv/bigpic/lg-g-pad-101-2014.jpg,LTE,N/A,N/A,"LTE band 4(1700/2100), 13(700)",LTE,"2014, July","Available. Released 2014, July",260.9 x 165.9 x 8.9 mm (10.27 x 6.53 x 0.35 in),535.8 g (1.18 lb),Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","10.1 inches, 295.8 cm2 (~68.3% screen-to-body ratio)","1280 x 800 pixels, 16:10 ratio (~149 ppi density)",Android 5.0.2 (Lollipop),,Quad-core 1.2 GHz,,"microSD, up to 64 GB (dedicated slot)","16 GB, 1 GB RAM",,Panorama,1080p@30fps,"5 MP, AF",720p,"Yes, dual mono speakers",Yes,Non-removable Li-Ion 8000 mAh battery,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP","Yes, with A-GPS",No,"microUSB 2.0, USB Host","Accelerometer, compass",,Black,About 270 EUR,,,,1.3 MP,,,,,Yes,,,,,,,,,No,No,Up to 792 h (3G),1.48 W/kg (body),,Up to 28 h (3G),Yes,,,,,,,,,,,,
lg,LG G Pad 10.1,https://fdn2.gsmarena.com/vv/bigpic/lg-g-pad-101-2014.jpg,No cellular connectivity,N/A,,,,"2014, May","Available. Released 2014, July",260.9 x 165.9 x 8.9 mm (10.27 x 6.53 x 0.35 in),523 g (1.16 lb),No,"IPS LCD capacitive touchscreen, 16M colors","10.1 inches, 295.8 cm2 (~68.3% screen-to-body ratio)","1280 x 800 pixels, 16:10 ratio (~149 ppi density)","Android 4.4.2 (KitKat), upgradable to 5.0 (Lollipop)",Qualcomm MSM8226 Snapdragon 400 (28 nm),Quad-core 1.2 GHz Cortex-A7,Adreno 305,"microSD, up to 64 GB (dedicated slot)","16 GB, 1 GB RAM",,Panorama,1080p@30fps,"5 MP, AF",720p,"Yes, dual mono speakers",Yes,Non-removable Li-Ion 8000 mAh battery,"Wi-Fi 802.11 a/b/g/n, dual-band, hotspot, Wi-Fi Direct, DLNA","4.0, A2DP",Yes,No,"microUSB 2.0, USB Host","Accelerometer, compass",,"Black, red",About 260 EUR,,,,1.3 MP,,,,,Yes,,,Basemark OS II: 529 / Basemark X: 807,Contrast ratio: 759 (nominal),Photo / Video,Voice 71dB / Noise 73dB / Ring 77dB,Noise -91.1dB / Crosstalk -93.7dB,,No,No,,,,,Yes,,,,,,,,,,,,
lg,LG G Pad 8.0,https://fdn2.gsmarena.com/vv/bigpic/lg-g-pad-80-2014.jpg,No cellular connectivity,N/A,,,,"2014, May. Released 2014, July",Discontinued,210.8 x 124.2 x 9.9 mm (8.30 x 4.89 x 0.39 in),342 g (12.06 oz),No,"IPS LCD capacitive touchscreen, 16M colors","8.0 inches, 185.6 cm2 (~70.9% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~189 ppi density)","Android 4.4.2 (KitKat), upgradable to 5.0 (Lollipop)",Qualcomm MSM8226 Snapdragon 400 (28 nm),Quad-core 1.2 GHz Cortex-A7,Adreno 305,"microSD, up to 64 GB (dedicated slot)","16 GB, 1 GB RAM",,Panorama,1080p@30fps,"5 MP, AF",720p,Yes,Yes,Non-removable Li-Ion 4200 mAh battery,"Wi-Fi 802.11 a/b/g/n, dual-band, hotspot, Wi-Fi Direct, DLNA","4.0, A2DP",Yes,No,microUSB 2.0,"Accelerometer, compass",,"Black, White, Luminous Orange, Luminous Blue",About 220 EUR,V480,,,1.3 MP,,,,,,,,,,,,,,No,No,,,,,Yes,,,,,,,,,,,,
