Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Card slot,Internal,Single,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,,WLAN,Bluetooth,GPS,Radio,USB,Sensors,_1,Colors,Protection,Chipset,CPU,GPU,Dual,Features,Features_1,NFC,Models,_1_1,Price,Infrared port,Charging,Stand-by,Talk time,GPRS,EDGE,Build,Music play,Phonebook,Call records,Messaging,Games,Java,SAR EU,Display,Camera,Loudspeaker_1,Audio quality,Battery life,SAR,Keyboard,Browser,Alert types,Clock,Alarm,Languages,Dual_1,Performance,Triple,5G,Quad,Dual or Triple
b'meizu',b'Meizu M5 Note',b'https://cdn2.gsmarena.com/vv/bigpic/meizu-m5-note.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 1900 / 2100',b'LTE (unspecified)',"b'HSPA, LTE'","b'2016, December'","b'Available. Released 2016, December'",b'153.6 x 75.8 x 8.2 mm (6.05 x 2.98 x 0.32 in)',b'175 g (6.17 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'","b'LTPS IPS LCD capacitive touchscreen, 16M colors'","b'5.5 inches, 82.6 cm2 (~70.9% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~403 ppi density)'",b'Android 6.0 (Marshmallow); Flyme 7.3',"b'microSD, up to 256 GB (uses shared SIM slot)'","b'16/64 GB, 4 GB RAM or 32 GB, 3 GB RAM'","b'13 MP, f/2.2, PDAF'",b'1080p@30fps',"b'5 MP, f/2.0'",b'',b'Yes',b'Yes',b'Non-removable 4000 mAh battery',"b'Wi-Fi 802.11 a/b/g/n, dual-band, hotspot'","b'4.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'No',b'microUSB 2.0',"b'Fingerprint (front-mounted), accelerometer, gyro, proximity, compass'",,"b'Gray, Silver, Gold, Blue'",,b'Mediatek MT6755 Helio P10 (28 nm)',b'Octa-core (4x1.8 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)',b'Mali-T860MP2',,b'Dual-LED dual-tone flash',,,"b'M5 Note, MZ-M5 Note'",,b'About 190 EUR',,b'Fast battery charging 24W mCharge',,,,,,,,,,,,,"b'Contrast ratio: 754:1 (nominal), 2.189 (sunlight)'",b'Photo / Video',b'Voice 65dB / Noise 70dB / Ring 86dB',b'Noise -93.8dB / Crosstalk -94.1dB',b'Endurance rating 98h',,,,,,,,,b'Basemark OS II: 944 / Basemark X: 5276',,,,
b'meizu',b'Meizu M3x',b'https://cdn2.gsmarena.com/vv/bigpic/meizu-m3x.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA',b'LTE (unspecified)',"b'HSPA, LTE'","b'2016, November'","b'Available. Released 2016, December'",b'153.8 x 76 x 7.4 mm (6.06 x 2.99 x 0.29 in)',b'165 g (5.82 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'","b'IPS LCD capacitive touchscreen, 16M colors'","b'5.5 inches, 83.4 cm2 (~71.3% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~401 ppi density)'",b'Android 6 (Marshmallow); Flyme 6',"b'microSD, up to 256 GB (uses shared SIM slot)'","b'64 GB, 4 GB RAM or 32 GB, 3 RAM'","b'12 MP, f/2.0, 1/2.9"", 1.25\xc2\xb5m, PDAF'",b'1080p@30fps',"b'5 MP, f/2.0, 1/4"", 1.4\xc2\xb5m'",b'1080p@30fps',b'Yes',b'Yes',b'Active noise cancellation with dedicated mic',"b'Wi-Fi 802.11 a/b/g/n, dual-band, hotspot'","b'4.1, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'No',b'Type-C 1.0 reversible connector',"b'Fingerprint (front-mounted), accelerometer, gyro, proximity, compass'",b'Non-removable 3200 mAh battery',"b'Blue, Gold, Black, Silver'",,b'Mediatek MT6757 Helio P20 (16 nm)',b'Octa-core (4x2.3 GHz Cortex-A53 & 4x1.6 GHz Cortex-A53)',b'Mali-T880MP2',,"b'Dual-LED dual-tone flash, HDR, panorama'",,,,,,,b'Fast battery charging 24W mCharge',,,b'Yes',b'Yes',,,,,,,,,,,,,,,,,,,,,,,,,,
b'meizu',b'Meizu Pro 6 Plus',b'https://cdn2.gsmarena.com/vv/bigpic/meizu-pro-6-plus.jpg',b'GSM / HSPA / EVDO / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'LTE band 1(2100), 3(1800), 7(2600), 38(2600), 39(1900), 40(2300), 41(2500)'","b'HSPA, LTE'","b'2016, November'","b'Available. Released 2016, November'",b'155.6 x 77.3 x 7.3 mm (6.13 x 3.04 x 0.29 in)',b'158 g (5.57 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'","b'Super AMOLED capacitive touchscreen, 16M colors'","b'5.7 inches, 89.6 cm2 (~74.5% screen-to-body ratio)'","b'1440 x 2560 pixels, 16:9 ratio (~515 ppi density)'",b'Android 6 (Marshmallow); Flyme 7.3',b'No',"b'64/128 GB, 4 GB RAM'","b'12 MP, f/2.0, 1/2.9"", 1.25\xc2\xb5m, PDAF/Laser AF, 4-axis OIS'","b'2160p@30fps, 1080p@30fps'","b'5 MP, f/2.0, 1/4"", 1.4\xc2\xb5m'",b'1080p@30fps',b'Yes',b'Yes',b'CDMA2000 1xEV-DO & TD-SCDMA',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.1, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'No',"b'3.1, Type-C 1.0 reversible connector'","b'Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, heart rate'",b'3D Touch display',"b'Gold, Silver, Gray'",,b'Exynos 8890 Octa (14 nm)',b'Octa-core (4x2.0 GHz Mongoose & 4x1.5 GHz Cortex-A53) - 64 GB versionOcta-core (4x2.3 GHz Mongoose & 4x1.6 GHz Cortex-A53) - 128 GB version',b'Mali-T880 MP10 - 64 GB versionMali-T880 MP12 - 128 GB version',,"b'Ten-LED dual-tone flash, HDR, panorama'",,b'Yes',b'PRO 6 Plus',b'Non-removable Li-Ion 3400 mAh battery',b'About 550 EUR',,b'Fast battery charging 24W mCharge',,,,,,,,,,,,,"b'Contrast ratio: Infinite (nominal), 3.935 (sunlight)'",b'Photo / Video',b'Voice 60dB / Noise 69dB / Ring 70dB',b'Noise -93.5dB / Crosstalk -92.6dB',b'Endurance rating 96h',,,,,,,,,b'Basemark OS II: 1823 / Basemark X: 23513',,,,
b'meizu',b'Meizu MX5e',b'https://cdn2.gsmarena.com/vv/bigpic/meizu-mx5.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA',b'LTE (unspecified)',"b'HSPA, LTE Cat4 150/50 Mbps'","b'2016, April'","b'Available. Released 2016, April'",b'149.9 x 74.7 x 7.6 mm (5.90 x 2.94 x 0.30 in)',b'149 g (5.26 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'","b'AMOLED capacitive touchscreen, 16M colors'","b'5.5 inches, 83.4 cm2 (~74.5% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~401 ppi density)'",b'Android 5.1 (Lollipop); Flyme 5',b'No',"b'16/32 GB, 3 GB RAM'","b'16 MP, AF'",b'1080p@30fps',b'5 MP',b'',b'Yes',b'Yes',b'Active noise cancellation with dedicated mic',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.1, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (front-mounted), accelerometer, gyro, proximity, compass'",b'Non-removable Li-Ion 3150 mAh battery',"b'Gray, Gold, Silver, Black/Silver'",b'Corning Gorilla Glass 3',b'Mediatek MT6795 Helio X10 (28 nm)',b'Octa-core 2.0 GHz Cortex-A53',b'PowerVR G6200',,"b'Dual-LED dual-tone flash, HDR, panorama'",,,,,b'About 190 EUR',,b'Fast battery charging 24W mCharge (60% in 40 min)',,,b'Yes',b'Yes',,,,,,,,,,,,,,,,,,,,,,,,,,
b'meizu',b'Meizu U10',b'https://cdn2.gsmarena.com/vv/bigpic/meizu-u10.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',b'LTE (unspecified)',"b'HSPA, LTE'","b'2016, August'","b'Available. Released 2016, August'",b'141.9 x 69.6 x 7.9 mm (5.59 x 2.74 x 0.31 in)',b'139 g (4.90 oz)',b'Dual SIM',"b'IPS LCD capacitive touchscreen, 16M colors'","b'5.0 inches, 68.9 cm2 (~69.8% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Android OS',b'No',"b'32 GB, 3 GB RAM or 16 GB, 2 GB RAM'","b'13 MP, f/2.2, PDAF'",b'1080p@30fps',"b'5 MP, f/2.0'",b'',b'Yes',b'Yes',b'Active noise cancellation with dedicated mic',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'No',b'microUSB 2.0',"b'Fingerprint (front-mounted), accelerometer, gyro, proximity, compass'",b'Non-removable Li-Ion 2760 mAh battery',"b'Black, White, Shampane Gold'",,b'Mediatek MT6750 (28 nm)',b'Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)',b'Mali-T860MP2',,"b'Dual-LED dual-tone flash, HDR, panorama'",,,,,b'About 160 EUR',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'meizu',b'Meizu U20',b'https://cdn2.gsmarena.com/vv/bigpic/meizu-u20.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',b'LTE 1800 / 2100 / 2600',"b'HSPA, LTE'","b'2016, August'","b'Available. Released 2016, August'",b'153 x 75.4 x 7.7 mm (6.02 x 2.97 x 0.30 in)',b'158 g (5.57 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'","b'LTPS IPS LCD capacitive touchscreen, 16M colors'","b'5.5 inches, 83.4 cm2 (~72.3% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~401 ppi density)'",b'Android 6.0 (Marshmallow); Flyme UI',"b'microSD, up to 256 GB (uses shared SIM slot)'","b'32 GB, 3 GB RAM or 16 GB, 2 GB RAM'","b'13 MP, f/2.2, PDAF'",b'1080p@30fps',"b'5 MP, f/2.0'",b'',b'Yes',b'Yes',b'Active noise cancellation with dedicated mic',"b'Wi-Fi 802.11 a/b/g/n, dual-band, hotspot'","b'4.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'No',"b'microUSB 2.0, USB Host'","b'Fingerprint (front-mounted), accelerometer, gyro, proximity, compass'",b'Non-removable Li-Ion 3260 mAh battery',"b'Black, Silver, Rose Gold, Gold'",b'Asahi Dragontrail Glass',b'Mediatek MT6755 Helio P10 (28 nm)',b'Octa-core (4x1.8 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)',b'Mali-T860MP2',,"b'Dual-LED dual-tone flash, HDR, panorama'",,,"b'MZ-U20, U20'",,b'About 190 EUR',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'meizu',b'Meizu Pro 6s',b'https://cdn2.gsmarena.com/vv/bigpic/meizu-pro-6s.jpg',b'GSM / HSPA / EVDO / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'LTE band 1(2100), 3(1800), 7(2600), 38(2600), 39(1900), 40(2300), 41(2500)'","b'HSPA, LTE-A (2CA) Cat6 300/50 Mbps'","b'2016, November'","b'Available. Released 2016, December'",b'147.7 x 70.8 x 7.3 mm (5.81 x 2.79 x 0.29 in)',b'163 g (5.75 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'","b'Super AMOLED capacitive touchscreen, 16M colors'","b'5.2 inches, 74.5 cm2 (~71.3% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~424 ppi density)'",b'Android 6.0 (Marshmallow); Flyme 7.3',b'No',"b'64 GB, 4 GB RAM'","b'12 MP, f/2.0, 1/2.9"", 1.25\xc2\xb5m, PDAF/Laser AF, 4-axis OIS'","b'2160p@30fps, 1080p@30fps'","b'5 MP, f/2.0, 1/4"", 1.4\xc2\xb5m'",b'1080p@30fps',b'Yes',b'Yes',b'CDMA2000 1xEV-DO & TD-SCDMA',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.1, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',"b'3.1, Type-C 1.0 reversible connector'","b'Fingerprint (front-mounted), accelerometer, gyro, proximity, compass'",b'3D Touch display',"b'Black, Gold, Silver, Rose Gold'",b'Corning Gorilla Glass 4',b'Mediatek MT6797T Helio X25 (20 nm)',"b'Deca-core (2x2.5 GHz Cortex-A72, 4x2 GHz Cortex-A53, 4x1.4 GHz Cortex-A53)'",b'Mali-T880 MP4',,"b'Ten-LED dual-tone flash, HDR, panorama'",,b'Yes',,b'Non-removable Li-Ion 3060 mAh battery',b'About 430 EUR',,b'Fast battery charging 24W mCharge 3',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'meizu',b'Meizu M5',b'https://cdn2.gsmarena.com/vv/bigpic/meizu-m5.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 20(800), 38(2600), 40(2300)'","b'HSPA, LTE'","b'2016, October'","b'Available. Released 2016, November'",b'147.3 x 72.8 x 8.2 mm (5.80 x 2.87 x 0.32 in)',b'138 g (4.87 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'","b'IPS LCD capacitive touchscreen, 16M colors'","b'5.2 inches, 74.5 cm2 (~69.5% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~282 ppi density)'",b'Android 6.0 (Marshmallow); Flyme 6.3',"b'microSD, up to 256 GB (uses shared SIM slot)'","b'32 GB, 3 GB RAM or 16 GB, 2 GB RAM'","b'13 MP, f/2.2, PDAF'",b'1080p@30fps',"b'5 MP, f/2.0'",b'1080p@30fps',b'Yes',b'Yes',b'Non-removable 3070 mAh battery',"b'Wi-Fi 802.11 a/b/g/n, dual-band, hotspot'","b'4.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'No',b'microUSB 2.0',"b'Fingerprint (front-mounted), accelerometer, gyro, proximity, compass'",,"b'Mint Green, Glacier White, Champanage Gold, Sapphire Blue, Matte Black'",,b'Mediatek MT6750 (28 nm)',b'Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)',b'Mali-T860MP2',,b'Dual-LED dual-tone flash',,,"b'M5, MZ-MEIZU_M5, M611H'",,b'About 120 EUR',,,,,,,"b'Front glass, aluminum body'",,,,,,,,"b'Contrast ratio: 1060:1 (nominal), 2.710 (sunlight)'",b'Photo / Video',b'Voice 63dB / Noise 69dB / Ring 82dB',b'Noise -93.3dB / Crosstalk -92.2dB',b'Endurance rating 76h',,,,,,,,,b'Basemark OS II: 846 / Basemark X: 4767',,,,
b'meizu',b'Meizu M3 Max',b'https://cdn2.gsmarena.com/vv/bigpic/meizu-m3m.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA',b'LTE (unspecified)',"b'HSPA, LTE'","b'2016, September'","b'Available. Released 2016, September'",b'163.4 x 81.6 x 7.9 mm (6.43 x 3.21 x 0.31 in)',b'189 g (6.67 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'","b'IPS LCD capacitive touchscreen, 16M colors'","b'6.0 inches, 99.2 cm2 (~74.4% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~367 ppi density)'",b'Android 6.0 (Marshmallow); Flyme 5.2',"b'microSD, up to 256 GB (uses shared SIM slot)'","b'64 GB, 3 GB RAM'","b'13 MP, f/2.2, 1/3"", PDAF'",b'1080p@30fps',"b'5 MP, f/2.0'",b'',b'Yes',b'Yes',b'Active noise cancellation with dedicated mic',"b'Wi-Fi 802.11 a/b/g/n, dual-band, hotspot'","b'4.1, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'No',b'microUSB 2.0',"b'Fingerprint (front-mounted), accelerometer, gyro, proximity, compass'",b'Non-removable 4100 mAh battery',"b'Champagne Gold, Silver, Gray, Rose Gold'",,b'Mediatek MT6755 Helio P10 (28 nm)',b'Octa-core (4x1.8 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)',b'Mali-T860MP2',,b'Dual-LED dual-tone flash',,,,,b'About 270 EUR',,b'Fast battery charging 24W mCharge (50% in 30 min)',,,b'Yes',b'Yes',,,,,,,,,"b'Contrast ratio: 976:1 (nominal), 2.447 (sunlight)'",,b'Voice 62dB / Noise 70dB / Ring 84dB',,b'Endurance rating 100h',,,,,,,,,b'Basemark OS II: 1009 / Basemark OS II 2.0: 335Basemark X: 5219',,,,
b'meizu',b'Meizu M3e',b'https://cdn2.gsmarena.com/vv/bigpic/meizu-m3e.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA',b'LTE (unspecified)',"b'HSPA, LTE'","b'2016, August'","b'Available. Released 2016, August'",b'153.6 x 75.8 x 7.9 mm (6.05 x 2.98 x 0.31 in)',b'172 g (6.07 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'","b'IPS LCD capacitive touchscreen, 16M colors'","b'5.5 inches, 82.6 cm2 (~70.9% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~403 ppi density)'",b'Android 5.1 (Lollipop); Flyme 5.2',"b'microSD, up to 256 GB'","b'32 GB, 3 GB RAM'","b'13 MP, f/2.2, 1/3"", PDAF'",b'1080p@30fps',"b'5 MP, f/2.0'",b'',b'Yes',b'Yes',b'Active noise cancellation with dedicated mic',"b'Wi-Fi 802.11 a/b/g/n, dual-band, hotspot'","b'4.1, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'microUSB 2.0',"b'Fingerprint (front-mounted), accelerometer, gyro, proximity, compass'",b'Non-removable 3100 mAh battery',"b'Blue, Gold, Gray, Pink, Silver'",,b'Mediatek MT6755 Helio P10 (28 nm)',b'Octa-core (4x1.8 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)',b'Mali-T860MP2',,b'Dual-LED dual-tone flash',,,,,b'About 220 EUR',,b'Fast battery charging 24W mCharge (50% in 30 min)',,,b'Yes',b'Yes',,,,,,,,,,,,,,,,,,,,,,,,,,
b'meizu',b'Meizu MX6',b'https://cdn2.gsmarena.com/vv/bigpic/meizu-mx6.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA',b'LTE (unspecified)',"b'HSPA, LTE-A (2CA) Cat6 300/50 Mbps'","b'2016, July'","b'Available. Released 2016, July'",b'153.6 x 75.2 x 7.3 mm (6.05 x 2.96 x 0.29 in)',b'155 g (5.47 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'","b'TDDI capacitive touchscreen, 16M colors'","b'5.5 inches, 82.6 cm2 (~71.5% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~403 ppi density)'",b'Android 6.0 (Marshmallow); Flyme 7.3',b'No',"b'32 GB, 3/4 GB RAM'","b'12 MP, f/2.0, 1/2.9"", 1.25\xc2\xb5m, PDAF'","b'2160p@30fps, 1080p@30fps'","b'5 MP, f/2.0'",b'1080p@30fps',b'Yes',b'Yes',b'Active noise cancellation with dedicated mic',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.1, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',b'Type-C 1.0 reversible connector',"b'Fingerprint (front-mounted), accelerometer, gyro, proximity, compass'",b'Non-removable Li-Ion 3060 mAh battery',"b'Gray, Silver, Champagne Gold, Rose Gold'",,b'Mediatek MT6797 Helio X20 (20 nm)',"b'Deca-core (2x2.3GHz Cortex-A72, 4x1.9GHz Cortex-A53, 4x1.4GHz Cortex-A53)'",b'Mali-T880 MP4',,"b'Dual-LED dual-tone flash, HDR, panorama'",,,"b'MX6, MZ-MX6'",,b'About 300 EUR',,b'Fast battery charging 24W mCharge',,,b'Yes',b'Yes',,,,,,,,,"b'Contrast ratio: 1344:1 (nominal), 2.751 (sunlight)'",b'Photo / Video',b'Voice 65dB / Noise 71dB / Ring 72dB',b'Noise -94.2dB / Crosstalk -89.3dB',b'Endurance rating 68h',,,,,,,,,b'Basemark OS II: 1203 / Basemark X: 12621',,,,
b'meizu',b'Meizu M3s',b'https://cdn2.gsmarena.com/vv/bigpic/meizu-m3s.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 1900 / 2100',b'LTE (unspecified)',"b'HSPA, LTE'","b'2016, June'","b'Available. Released 2016, June'",b'141.9 x 69.9 x 8.3 mm (5.59 x 2.75 x 0.33 in)',b'138 g (4.87 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'","b'IPS LCD capacitive touchscreen, 16M colors'","b'5.0 inches, 68.9 cm2 (~69.5% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Android 5.1 (Lollipop); Flyme 5.1',"b'microSD, up to 256 GB (uses shared SIM slot)'","b'32 GB, 3 GB RAM or 16 GB, 2 GB RAM'","b'13 MP, f/2.2, PDAF'",b'1080p@30fps',"b'5 MP, f/2.0'",b'',b'Yes',b'Yes',b'Non-removable 3020 mAh battery',"b'Wi-Fi 802.11 a/b/g/n, dual-band, hotspot'","b'4.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'No',b'microUSB 2.0',"b'Fingerprint (front-mounted), accelerometer, gyro, proximity, compass'",,"b'Silver, Gray, Pink, Gold'",,b'Mediatek MT6750 (28 nm)',b'Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)',b'Mali-T860MP2',,b'Dual-LED dual-tone flash',,,"b'M3s, MZ-M3s'",,b'About 120 EUR',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
