Brand,Model Name,Model Image,Technology,2G bands,3G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,CPU,Card slot,Internal,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,,Stand-by,Talk time,Colors,4G bands,Chipset,GPU,_1,Price,_1_1,NFC,Music play,Protection,GPRS,EDGE,Phonebook,Call records,Messaging,Games,Java,Keyboard,Browser,Infrared port,SAR EU,SAR,Alert types,Languages,Clock,Alarm,Charging,Features_1,Models
b'qmobile',b'QMobile Noir i10',b'https://cdn2.gsmarena.com/vv/bigpic/qmobile-i10.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',b'HSPA 21.1/5.76 Mbps',"b'2014, August'","b'Available. Released 2014, August'",b'147 x 73 x 8.8 mm (5.79 x 2.87 x 0.35 in)',b'-',b'Dual SIM',"b'IPS LCD capacitive touchscreen, 16M colors'","b'5.0 inches, 68.9 cm2 (~64.2% screen-to-body ratio)'","b'540 x 960 pixels, 16:9 ratio (~220 ppi density)'",b'Android 4.4.2 (KitKat)',b'Quad-core 1.3 GHz Cortex-A7',"b'microSD, up to 32 GB'","b'8 GB, 1 GB RAM'","b'8 MP, AF'",b'LED flash',b'720p@30fps',b'2 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'FM radio',"b'microUSB 2.0, USB Host'",b'Accelerometer',b'Li-Ion 1700 mAh battery',,,b'Black',,b'Mediatek MT6582M (28 nm)',b'Mali-400MP2',,b'About 120 EUR',,,,,,,,,,,,,,,,,,,,,,,b'i10'
b'qmobile',b'QMobile B800',b'https://cdn2.gsmarena.com/vv/bigpic/qmobile-b800.jpg',b'GSM',b'GSM 900 / 1800 - SIM 1 & SIM 2',,,"b'2014, July'","b'Available. Released 2014, July'",b'127.9 x 57.4 x 10.9 mm (5.04 x 2.26 x 0.43 in)',b'-',b'Dual SIM',"b'TFT, 65K colors'","b'3.2 inches, 31.7 cm2 (~43.2% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~125 ppi density)'",,,"b'microSD, up to 16 GB'","b'128 MB, 64 MB RAM'",b'Yes',b'LED flash',b'Yes',,,b'Yes',b'Yes',b'No',b'2.0',b'No',b'FM radio',b'microUSB 2.0',b'No',b'No',,,b'Black',,,,b'QApps MP4/H.263 player Organizer Voice memo',b'About 30 EUR',b'Li-Ion 1200 mAh battery',,,,b'Yes',b'Yes',b'Yes',b'Yes',"b'SMS, MMS'",b'Downloadable',b'No',,,,,,,,,,,,
b'qmobile',b'QMobile Noir A8i',b'https://cdn2.gsmarena.com/vv/bigpic/qmobile-noir-a8i.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',b'HSPA 21.1/5.76 Mbps',"b'2014, July'","b'Available. Released 2014, July'",b'126 x 64.4 x 11.2 mm (4.96 x 2.54 x 0.44 in)',b'-',b'Dual SIM',"b'TFT capacitive touchscreen, 16M colors'","b'4.0 inches, 45.5 cm2 (~56.1% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",b'Android 4.4 (KitKat)',b'Dual-core 1.3 GHz Cortex-A7',"b'microSD, up to 32 GB'","b'4 GB, 512 MB RAM'",b'5 MP',"b'LED flash, panorama'",b'720p',b'VGA',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'",b'A-GPS only',"b'FM radio, recording'",b'microUSB 2.0',"b'Accelerometer, proximity, compass'",b'Li-Ion 1600 mAh battery',,,b'Black',,b'Mediatek MT6572 (28 nm)',b'Mali-400',,b'About 90 EUR',,,,,,,,,,,,,,,,,,,,,,,
b'qmobile',b'QMobile Noir Z5',b'https://cdn2.gsmarena.com/vv/bigpic/qmobile-noir-z5.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 1900 / 2100',b'HSPA 21.1/5.76 Mbps',"b'2014, July. Released 2014, July'",b'Discontinued',b'150.6 x 75 x 9.5 mm (5.93 x 2.95 x 0.37 in)',b'150 g (5.29 oz)',b'Micro-SIM',"b'IPS LCD capacitive touchscreen, 16M colors'","b'5.5 inches, 83.4 cm2 (~73.8% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~401 ppi density)'",b'Android 4.2 (Jelly Bean)',b'Quad-core 2.3 GHz Krait 400',b'No',"b'16 GB, 2 GB RAM'","b'16 MP, AF'",b'LED flash',b'Yes',b'8 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'Stereo FM radio',"b'microUSB 2.0, USB Host'","b'Accelerometer, gyro, proximity, compass'",b'Non-removable Li-Po 2500 mAh battery',,,b'Black',,b'Qualcomm MSM8274 Snapdragon 800 (28 nm)',b'Adreno 330',,b'About 310 EUR',,,,b'Corning Gorilla Glass 3',,,,,,,,,,,,,,,,,,,
b'qmobile',b'QMobile Noir i12',b'https://cdn2.gsmarena.com/vv/bigpic/qmobile-i12.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',b'HSPA 21.1/5.76 Mbps',"b'2014, July'","b'Available. Released 2014, July'",b'143 x 69.5 x 6.9 mm (5.63 x 2.74 x 0.27 in)',b'-',b'Dual SIM',"b'IPS LCD capacitive touchscreen, 16M colors'","b'5.0 inches, 68.9 cm2 (~69.3% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Android 4.2 (Jelly Bean)',b'Quad-core 1.3 GHz Cortex-A7',b'No',"b'16 GB, 2 GB RAM'","b'13 MP, AF'","b'LED flash, panorama'",b'1080p@30fps',b'5 MP',b'',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'FM radio',"b'microUSB 2.0, USB Host'","b'Accelerometer, proximity, compass'",b'Li-Ion 2000 mAh battery',,,b'Black',,b'Mediatek MT6582 (28 nm)',b'Mali-400MP2',,b'About 160 EUR',,,,,,,,,,,,,,,,,,,,,,,
b'qmobile',b'QMobile Noir Z6',b'https://cdn2.gsmarena.com/vv/bigpic/qmobile-z6.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 1900 / 2100',b'HSPA 21.1/5.76 Mbps',"b'2014, July'","b'Available. Released 2014, July'",b'145.1 x 70.2 x 5.6 mm (5.71 x 2.76 x 0.22 in)',b'133 g (4.69 oz)',b'Micro-SIM',"b'Super AMOLED capacitive touchscreen, 16M colors'","b'5.0 inches, 68.9 cm2 (~67.7% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~441 ppi density)'",b'Android 4.2 (Jelly Bean)',b'Octa-core 1.7 GHz Cortex-A7',"b'microSD, up to 64 GB (dedicated slot)'","b'16 GB, 2 GB RAM'","b'13 MP, AF'","b'LED flash, HDR, panorama'",b'1080p@30fps',b'5 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP, EDR'","b'Yes, with A-GPS'",b'Stereo FM radio',"b'microUSB 2.0, USB Host'","b'Accelerometer, gyro, proximity, compass'",b'Non-removable Li-Ion 2300 mAh battery',b'Up to 490 h (2G) / Up to 490 h (3G)',b'Up to 27 h (2G) / Up to 11 h (3G)',b'Black',,b'Mediatek MT6592 (28 nm)',b'Mali-450MP4',,b'About 200 EUR',,,,b'Corning Gorilla Glass 3',,,,,,,,,,,,,,,,,,,
b'qmobile',b'QMobile QTab X50',b'https://cdn2.gsmarena.com/vv/bigpic/qtab-x50.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 1900 / 2100',b'HSPA 42.2/11.5 Mbps',"b'2014, June'","b'Available. Released 2014, June'",b'-',b'-',b'Micro-SIM',"b'IPS LCD capacitive touchscreen, 16M colors'","b'8.0 inches, 198.2 cm2'","b'768 x 1024 pixels, 4:3 ratio (~160 ppi density)'",b'Android 4.2 (Jelly Bean)',b'Quad-core 1.2 GHz Cortex-A7',"b'microSD, up to 32 GB (dedicated slot)'","b'16 GB, 1 GB RAM'","b'5 MP, AF'",,b'480p@24fps',b'2 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'",b'Yes',"b'Stereo FM radio, RDS'","b'microUSB 2.0, USB Host'","b'Accelerometer, compass'",b'Li-Ion 4500 mAh battery',,,"b'Black, White'",,b'Mediatek MT8389W',b'PowerVR SGX544',,b'About 160 EUR',,,,,,,,,,,,,,,,,,,,,,,
b'qmobile',b'QMobile Noir A120',b'https://cdn2.gsmarena.com/vv/bigpic/qmobile-noir-a120.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',b'HSPA 21.1/5.76 Mbps',"b'2014, May'","b'Available. Released 2014, May'",b'127.5 x 63.7 x 10.4 mm (5.02 x 2.51 x 0.41 in)',b'-',b'Dual SIM (dual stand-by)',"b'Capacitive touchscreen, 16M colors'","b'4.0 inches, 45.5 cm2 (~56.1% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",b'Android 4.2 (Jelly Bean)',b'Dual-core 1.0 GHz Cortex-A7',"b'microSD, up to 32 GB'","b'4 GB, 512 MB RAM'","b'5 MP, AF'",b'LED flash',b'Yes',b'VGA',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'",b'Li-Ion 1500 mAh battery',,,"b'Black, Blue, Pink, White'",,b'Mediatek MT6572M (28 nm)',b'Mali-400',,b'About 80 EUR',,,,,,,,,,,,,,,,,,,,,,,
b'qmobile',b'QMobile E990 Sirocco Edition',b'https://cdn2.gsmarena.com/vv/bigpic/qmobile-e990-sirocco-edition.jpg',b'GSM',b'GSM 900 / 1800 - SIM 1 & SIM 2',,,"b'2014, May'","b'Available. Released 2014, May'",b'128 x 52.8 x 7.4 mm (5.04 x 2.08 x 0.29 in)',b'-',b'Dual SIM',"b'TFT, 65K colors'","b'2.6 inches, 20.9 cm2 (~31.0% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~154 ppi density)'",,,"b'microSD, up to 16 GB'","b'64 MB, 128 MB RAM'",b'2 MP',b'LED flash',b'320p@15fps',,,b'Yes',b'Yes',b'No',b'2.0',b'No',b'FM radio',b'microUSB 2.0',b'No',b'No',,,"b'Black, Golden'",,,,b'QApps MP4/H.263 player Organizer Voice memo',b'About 30 EUR',b'Li-Ion 1000 mAh battery',,,,b'Yes',b'Yes',b'Yes',b'Yes',b'SMS',b'Downloadable',b'No',,,,,,,,,,,,
b'qmobile',b'QMobile Noir A110',b'https://cdn2.gsmarena.com/vv/bigpic/qmobile-noir-a110.jpg',b'GSM',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,"b'2014, May'","b'Available. Released 2014, May'",b'117 x 62.5 x 11 mm (4.61 x 2.46 x 0.43 in)',b'-',b'Dual SIM',"b'TFT capacitive touchscreen, 16M colors'","b'3.5 inches, 36.5 cm2 (~49.9% screen-to-body ratio)'","b'320 x 480 pixels, 3:2 ratio (~165 ppi density)'",b'Android 4.2 (Jelly Bean)',b'Dual-core 1.0 GHz Cortex-A7',"b'microSD, up to 16 GB'","b'512 MB, 512 MB RAM'",b'2 MP',,b'Yes',b'VGA',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'",b'Li-Ion 1300 mAh battery',,,"b'Black, Blue, Pink, White'",,b'Mediatek MT6572 (28 nm)',b'Mali-400',,b'About 60 EUR',,,,,b'Class 12',b'Class 12',,,,,,,,,,,,,,,,,
b'qmobile',b'QMobile Noir i9',b'https://cdn2.gsmarena.com/vv/bigpic/qmobile-noir-i9.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 1900 / 2100',b'HSPA 21.1/5.76 Mbps',"b'2014, May'","b'Available. Released 2014, May'",b'146 x 74 x 9.3 mm (5.75 x 2.91 x 0.37 in)',b'167 g (5.89 oz)',b'Dual SIM',"b'IPS LCD capacitive touchscreen, 16M colors'","b'5.0 inches, 68.9 cm2 (~63.8% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'","b'Android 4.2 (Jelly Bean), upgradable to 4.4 (KitKat)'",b'Quad-core 1.3 GHz Cortex-A7',"b'microSD, up to 32 GB'","b'4 GB, 1 GB RAM'","b'8 MP, AF'","b'LED flash, HDR, panorama'",b'1080p@30fps',b'2 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'FM radio',"b'microUSB 2.0, USB Host'","b'Accelerometer, proximity, compass'",b'Li-Ion 2000 mAh battery',b'Up to 260 h (2G) / Up to 260 h (3G)',b'Up to 16 h (2G) / Up to 10 h 30 min (3G)',b'Black',,b'Mediatek MT6582 (28 nm)',b'Mali-400MP2',,b'About 130 EUR',,,,,,,,,,,,,,,,,,,,,,,
b'qmobile',b'QMobile Noir i6',b'https://cdn2.gsmarena.com/vv/bigpic/qmobile-noir-i6.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',b'HSPA 21.1/5.76 Mbps',"b'2014, May'","b'Available. Released 2014, May'",b'135 x 66.5 x 9.1 mm (5.31 x 2.62 x 0.36 in)',b'88.2 g (3.10 oz)',b'Dual SIM (dual stand-by)',"b'TFT capacitive touchscreen, 16M colors'","b'4.5 inches, 55.8 cm2 (~62.2% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~218 ppi density)'","b'Android 4.2 (Jelly Bean), upgradable to 4.4 (KitKat)'",b'Quad-core 1.3 GHz Cortex-A7',"b'microSD, up to 32 GB'","b'8 GB, 1 GB RAM'","b'5 MP, AF'",b'LED flash',b'Yes',b'2 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'",b'A-GPS only',"b'FM radio, recording'",b'microUSB 2.0',"b'Accelerometer, proximity, compass'",b'Li-Po 1800 mAh battery',b'Up to 386 h (2G) / Up to 386 h (3G)',b'Up to 16 h 30 min (2G) / Up to 11 h (3G)',b'Black',,b'Mediatek MT6582 (28 nm)',b'Mali-400MP2',,b'About 120 EUR',,,,,,,,,,,,,,,,,,,,,,,
b'qmobile',b'QMobile Noir A75',b'https://cdn2.gsmarena.com/vv/bigpic/qmobile-noir-a75.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',b'HSPA 21.1/5.76 Mbps',"b'2014, May'","b'Available. Released 2014, May'",b'135 x 67 x 10 mm (5.31 x 2.64 x 0.39 in)',b'-',b'Dual SIM',"b'TFT capacitive touchscreen, 16M colors'","b'4.5 inches, 55.8 cm2 (~61.7% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~218 ppi density)'",b'Android 4.2 (Jelly Bean)',b'Dual-core 1.0 GHz Cortex-A7',"b'microSD, up to 32 GB'","b'4 GB, 512 MB RAM'","b'3.15 MP, AF'",b'LED flash',b'Yes',b'VGA',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'",b'A-GPS only',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'",b'Li-Ion 1500 mAh battery',,,b'Black',,b'Mediatek MT6572 (28 nm)',b'Mali-400',,b'About 80 EUR',,,,,,,,,,,,,,,,,,,,,,,
b'qmobile',b'QMobile Noir i5i',b'https://cdn2.gsmarena.com/vv/bigpic/qmobile-i5i.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',b'HSPA 21.1/5.76 Mbps',"b'2014, May'","b'Available. Released 2014, May'",b'133.5 x 66.5 x 9.8 mm (5.26 x 2.62 x 0.39 in)',b'-',b'Dual SIM',"b'Capacitive touchscreen, 16M colors'","b'4.5 inches, 55.8 cm2 (~62.9% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~218 ppi density)'",b'Android 4.4.2 (KitKat)',b'Quad-core 1.3 GHz Cortex-A7',"b'microSD, up to 32 GB'","b'4 GB, 1 GB RAM'",b'5 MP',b'LED flash',b'Yes',b'VGA',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'",b'A-GPS only',b'FM radio',b'microUSB 2.0',b'Accelerometer',b'Li-Ion 1700 mAh battery',,,b'Black',,b'Mediatek MT6582M (28 nm)',b'Mali-400MP2',,b'About 80 EUR',,,,,,,,,,,,,,,,,,,,,,,
b'qmobile',b'QMobile Noir i5',b'https://cdn2.gsmarena.com/vv/bigpic/qmobile-i5.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',b'HSPA',"b'2014, May'","b'Available. Released 2014, May'",b'138.5 x 71.5 x 9.5 mm (5.45 x 2.81 x 0.37 in)',b'-',b'Dual SIM',"b'IPS LCD capacitive touchscreen, 16M colors'","b'4.7 inches, 62.9 cm2 (~63.5% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~199 ppi density)'","b'Android 4.2 (Jelly Bean), upgradable to 4.4 (KitKat)'",b'Quad-core 1.3 GHz Cortex-A7',"b'microSD, up to 32 GB'","b'4 GB, 512 MB RAM'","b'5 MP, AF'",b'LED flash',b'480p@30fps',b'2 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'FM radio',"b'microUSB 2.0, USB Host'","b'Accelerometer, proximity, compass'",b'Li-Ion 2000 mAh battery',,,b'Black',,b'Mediatek MT6582M (28 nm)',b'Mali-400MP2',,b'About 80 EUR',,,,,,,,,,,,,,,,,,,,,,,
b'qmobile',b'QMobile Noir A550',b'https://cdn2.gsmarena.com/vv/bigpic/qmobile-noir-a550.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',b'HSPA 21.1/5.76 Mbps',"b'2014, April'","b'Available. Released 2014, April'",b'132 x 66 x 8.9 mm (5.20 x 2.60 x 0.35 in)',b'-',b'Dual SIM',"b'IPS LCD capacitive touchscreen, 16M colors'","b'4.5 inches, 55.8 cm2 (~64.1% screen-to-body ratio)'","b'540 x 960 pixels, 16:9 ratio (~245 ppi density)'","b'Android 4.2 (Jelly Bean), upgradable to 4.4 (KitKat)'",b'Quad-core 1.3 GHz Cortex-A7',"b'microSD, up to 32 GB'","b'4 GB, 1 GB RAM'","b'8 MP, AF'",b'LED flash',b'Yes',b'2 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'FM radio',"b'microUSB 2.0, USB Host'","b'Accelerometer, proximity, compass'",b'Li-Ion 1700 mAh battery',,,b'Black',,b'Mediatek MT6582 (28 nm)',b'Mali-400MP2',,b'About 140 EUR',,,,,,,,,,,,,,,,,,,,,,,
b'qmobile',b'QMobile Noir V4',b'https://cdn2.gsmarena.com/vv/bigpic/qmobile-noir-v4.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',b'HSPA 21.1/5.76 Mbps',"b'2014, January'","b'Available. Released 2014, January'",b'161 x 82.5 x 9.3 mm (6.34 x 3.25 x 0.37 in)',b'220 g (7.76 oz)',b'Dual SIM',"b'IPS LCD capacitive touchscreen, 16M colors'","b'5.7 inches, 89.6 cm2 (~67.4% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~258 ppi density)'",b'Android 4.2 (Jelly Bean)',b'Quad-core 1.2 GHz Cortex-A7',b'No',"b'16 GB, 1 GB RAM'","b'12 MP, AF'","b'Dual-LED flash, HDR'",b'1080p@30fps',b'5 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'FM radio',"b'microUSB 2.0, USB Host'","b'Accelerometer, proximity, compass'",b'Li-Ion 2600 mAh battery',b'Up to 220 h (3G)',b'Up to 8 h (3G)',b'Black',,b'Mediatek MT6589 (28 nm)',b'PowerVR SGX544',,b'About 180 EUR',,,,,,,,,,,,,,,,,,,,,,,
b'qmobile',b'QMobile Noir Z4',b'https://cdn2.gsmarena.com/vv/bigpic/qmobile-noir-z4.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 900 / 2100',b'HSPA 21.1/5.76 Mbps',"b'2013, October. Released 2013, October'",b'Discontinued',b'144 x 69 x 7.7 mm (5.67 x 2.72 x 0.30 in)',b'-',b'Micro-SIM',"b'IPS LCD capacitive touchscreen, 16M colors'","b'5.0 inches, 68.9 cm2 (~69.4% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~441 ppi density)'",b'Android 4.2 (Jelly Bean)',b'Quad-core 1.5 GHz Cortex-A7',b'No',"b'32 GB, 2 GB RAM'","b'13 MP, AF'","b'LED flash, panorama'",b'1080p@30fps',b'5 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'Stereo FM radio',b'microUSB 2.0',"b'Accelerometer, gyro, proximity, compass'",b'Li-Ion 2000 mAh battery',,,b'Black',,b'Mediatek MT6589T (28 nm)',b'PowerVR SGX544',,b'About 200 EUR',,,,b'Corning Gorilla Glass 3',,,,,,,,,,,,,,,,,,,
b'qmobile',b'QMobile Noir Z3',b'https://cdn2.gsmarena.com/vv/bigpic/qmobile-noir-z3.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 900 / 2100',b'HSPA 21.1/5.76 Mbps',"b'2013, September. Released 2013, September'",b'Discontinued',b'137 x 69 x 6.9 mm (5.39 x 2.72 x 0.27 in)',b'135 g (4.76 oz)',b'Micro-SIM',"b'Super AMOLED capacitive touchscreen, 16M colors'","b'4.8 inches, 63.5 cm2 (~67.2% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~306 ppi density)'",b'Android 4.2 (Jelly Bean)',b'Quad-core 1.5 GHz Cortex-A7',b'No',"b'16 GB, 1 GB RAM'","b'8 MP, AF'",b'LED flash',b'1080p@30fps',b'5 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'Stereo FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'",b'Li-Ion 2000 mAh battery',,,b'Black',,b'Mediatek MT6589 (28 nm)',b'PowerVR SGX544',,b'About 210 EUR',,,,b'Corning Gorilla Glass 2',,,,,,,,,,,,,,,,,,,
b'qmobile',b'QMobile Noir A15 3D',b'https://cdn2.gsmarena.com/vv/bigpic/qmobile-noir-a15-3d.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',b'HSPA 21.1/5.76 Mbps',"b'2013, July. Released 2013, July'",b'Discontinued',b'147 x 77 x 11.8 mm (5.79 x 3.03 x 0.46 in)',b'-',b'Dual SIM (dual stand-by)',"b'3D capacitive touchscreen, 16M colors'","b'5.0 inches, 71.2 cm2 (~62.9% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~187 ppi density)'",b'Android 4.1 (Jelly Bean)',b'Dual-core 1.2 GHz Cortex-A9',"b'microSD, up to 32 GB'","b'4 GB, 512 MB RAM'",b'5 MP',b'LED flash',b'480p@30fps',b'VGA',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'Stereo FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'",b'Li-Ion 2200 mAh battery',b'Up to 225 h (3G)',b'Up to 4 h 30 min (3G)',b'Black',,b'Mediatek MT6577T (40 nm)',b'PowerVR SGX531',,b'About 150 EUR',,,,,,,,,,,,,,,,,,,,,,,
b'qmobile',b'QMobile Noir A950',b'https://cdn2.gsmarena.com/vv/bigpic/qmobile-noir-a950.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',b'HSPA 21.1/5.76 Mbps',"b'2013, July. Released 2013, July'",b'Discontinued',b'130 x 67 x 8.6 mm (5.12 x 2.64 x 0.34 in)',b'-',b'Dual SIM',"b'Super AMOLED+ capacitive touchscreen, 16M colors'","b'4.65 inches, 59.6 cm2 (~68.4% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~316 ppi density)'",b'Android 4.1 (Jelly Bean)',b'Quad-core 1.2 GHz Cortex-A7',"b'microSD, up to 32 GB'","b'4 GB, 1 GB RAM'",b'8 MP',b'LED flash',b'720p',b'1 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'Stereo FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'",b'Li-Ion 2100 mAh battery',,,b'Black',,b'Mediatek MT6589W',b'PowerVR SGX544',,b'About 120 EUR',,,,,,,,,,,,,,,,,,,,,,,
b'qmobile',b'QMobile Noir A500',b'https://cdn2.gsmarena.com/vv/bigpic/qmobile-noir-a500.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',b'HSPA 21.1/5.76 Mbps',"b'2013, July. Released 2013, July'",b'Discontinued',b'136 x 67 x 9.6 mm (5.35 x 2.64 x 0.38 in)',b'-',b'Dual SIM (dual stand-by)',"b'Capacitive touchscreen, 16M colors'","b'4.5 inches, 55.8 cm2 (~61.2% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~218 ppi density)'",b'Android 4.2 (Jelly Bean)',b'Quad-core 1.2 GHz Cortex-A7',"b'microSD, up to 32 GB'","b'4 GB, 512 MB RAM'",b'5 MP',b'LED flash',b'Yes',b'VGA',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'Stereo FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'",b'Li-Ion 1800 mAh battery',,,b'Black',,b'Mediatek MT6589M (28 nm)',b'PowerVR SGX544',,b'About 130 EUR',,,,,,,,,,,,,,,,,,,,,,,
