Brand,Model Name,Model Image,Technology,2G bands,,GPRS,EDGE,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,Card slot,Phonebook,Call records,Internal,_1,Loudspeaker,Alert types,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Messaging,Browser,Games,Java,_1_1,Stand-by,Talk time,Colors,Single,Video,Infrared port,3G bands,Speed,Features,Keyboard,OS,CPU,Languages,Single_1,Video_1,Chipset,Clock,Alarm
b'siemens',b'Siemens SK65',b'https://cdn2.gsmarena.com/vv/bigpic/sisk65.gif',b'GSM',b'GSM 900 / 1800 / 1900',b'Downloadable pictures',b'Class 10',b'No',"b'2004, Q3'",b'Discontinued',"b'120 x 47 x 22 mm, 115 cc (4.72 x 1.85 x 0.87 in)'",b'144 g (5.08 oz)',b'Mini-SIM',"b'TFT, 65K colors'",b'',"b'132 x 176 pixels, 4:3 ratio'",b'No',b'2000',"b'100 dialed, 100 received, 100 missed calls'",b'64 MB',b'30 MB available to user',b'Yes',b'Vibration; Downloadable polyphonic ringtones',b'No',b'No',b'1.2',b'No',b'No',b'Proprietary',b'',"b'SMS, MMS, Email'",b'WAP 2.0/xHTML',"b'3 - Chess master, Golf and Sea Battle + downloadable'","b'Yes, MIDP 2.0'",b'Removable Li-Ion 750 mAh battery (EBA-660)',b'Up to 250 h',b'Up to 5 h',b'Black Silver',,,b'Yes',,,,b'QWERTY',,,,,,,,
b'siemens',b'Siemens A65',b'https://cdn2.gsmarena.com/vv/bigpic/sia65.gif',b'GSM',b'GSM 900 / 1800 / 1900',b'Download assistant for logos',b'Class 8',b'No',"b'2004, July'",b'Discontinued',"b'101 x 45 x 19 mm, 72 cc (3.98 x 1.77 x 0.75 in)'",b'75 g (2.65 oz)',b'Mini-SIM',"b'CSTN, 4096 colors'",b'',b'101 x 80 pixels',b'No',b'50 entries',"b'10 dialed, 10 received, 10 missed calls'",b'1.5 MB',b'No',b'No',b'Vibration; Downloadable polyphonic ringtones',b'No',b'No',b'No',b'No',b'No',b'',b'',"b'SMS, EMS, MMS'",b'WAP 1.2.1',"b'Stack Attack Jr, Wappo, Magic Picture  + downloadable'","b'Yes, MIDP 2.0'",b'Removable Li-Ion 700 mAh battery (EBA-510)',b'Up to 260 h',b'Up to 2 h',b'Sparkling Silver and Mystery Silver',,,,,,,,,,,,,,,
b'siemens',b'Siemens A62',b'https://cdn2.gsmarena.com/vv/bigpic/sia62.gif',b'GSM',b'GSM 900 / 1800 / 1900',b'4-way navi key Download assistant for logos',b'Class 8',b'No',"b'2004, Q4'",b'Discontinued',"b'101 x 45 x 19 mm, 72 cc (3.98 x 1.77 x 0.75 in)'",b'76 g (2.68 oz)',b'Mini-SIM',"b'CSTN, 4096 colors'",b'',b'101 x 80 pixels',b'No',b'50 entries',"b'10 dialed, 10 received, 10 missed calls'",,b'No',b'No',b'Vibration; Downloadable polyphonic ringtones',b'No',b'No',b'No',b'No',b'No',b'',b'',"b'SMS, EMS'",b'WAP 1.2.1',"b'MagicPicture, Stack Attack  + downloadable'",b'No',b'Removable Li-Ion 700 mAh battery',b'Up to 250 h',b'Up to 5 h',b'Denim Blue and Mystic Purple',,,,,,,,,,,,,,,
b'siemens',b'Siemens A51',b'https://cdn2.gsmarena.com/vv/bigpic/sia51.gif',b'GSM',b'GSM 900 / 1800',b'Screensavers',b'',b'No',"b'2004, Q4'",b'Discontinued',"b'103 x 46 x 21 mm, 75 cc (4.06 x 1.81 x 0.83 in)'",b'84 g (2.96 oz)',b'Mini-SIM',b'Monochrome graphic',b'',"b'101 x 64 pixels, 5 lines'",b'No',b'50 entries',"b'10 dialed, 10 received, 10 missed calls'",,b'No',b'No',b'Downloadable polyphonic ringtones',b'No',b'No',b'No',b'No',b'No',b'',b'',"b'SMS, EMS'",b'WAP 1.2.1',b'Stack Attack and Wacko',b'No',b'Removable Li-Ion 700 mAh battery',b'Up to 250 h',b'Up to 5 h',b'Urban Grey',,,,,,,,,,,,,,,
b'siemens',b'Siemens SL65',b'https://cdn2.gsmarena.com/vv/bigpic/sisl65.gif',b'GSM',b'GSM 900 / 1800 / 1900',b'5-way navi key Downloadable logos',b'Class 10',b'No',"b'2004, June'",b'Discontinued',"b'90 x 47.6 x 21 mm, 78 cc (3.54 x 1.87 x 0.83 in)'",b'99 g (3.49 oz)',b'Mini-SIM',"b'TFT, 65K colors'","b'1.8 inches, 10.5 cm2 (~24.4% screen-to-body ratio)'","b'130 x 130 pixels, 7 lines, 1:1 ratio (~102 ppi density)'",b'No',b'Yes',"b'100 dialed, 100 received, 100 missed calls'",b'11 MB',b'No',b'Yes',b'Vibration; Downloadable polyphonic ringtones',b'No',b'No',b'No',b'No',b'No',b'Proprietary',b'',"b'SMS, MMS, Email, Instant Messaging'",b'WAP 2.0/xHTML',"b'Yes - Golf, Rally + downloadable'","b'Yes, MIDP 2.0'",b'Removable Li-Ion 700 mAh battery (EBA-650)',b'Up to 230',b'Up to 4h 3 min',"b'2 - Ivory, Ebony'",b'VGA',b'Yes',b'Yes',,,,,,,,,,,,
b'siemens',b'Siemens CFX65',b'https://cdn2.gsmarena.com/vv/bigpic/sicfx65.gif',b'GSM',b'GSM 900 / 1800',b'Second external display B/W (96 x 64 pixels) Downloadable logos',b'Class 10',b'No',"b'2004, June'",b'Discontinued',"b'85 x 48 x 23 mm, 78 cc (3.35 x 1.89 x 0.91 in)'",b'88 g (3.10 oz)',b'Mini-SIM',"b'CSTN, 65K colors'",b'',b'128 x 160 pixels',b'No',"b'250 x 14 fields, Photo call'","b'100 dialed, 100 received, 100 missed calls'",b'4 MB',b'No',b'Yes',b'Vibration; Downloadable polyphonic ringtones',b'No',b'No',b'No',b'No',b'No',b'Proprietary',b'',"b'SMS, EMS, MMS, Email(receive only)'",b'WAP 2.0/xHTML',b'Yes + downloadable',"b'Yes, MIDP 2.0'",b'Removable Li-Ion 600 mAh battery (EBA-670)',b'Up to 200 h',b'Up to 3 h 20 min',"b'2 - Chameleon, Blue Pearl'",b'VGA',b'No',b'Yes',,,b'LED flash',,,,,,,,,
b'siemens',b'Siemens S65',b'https://cdn2.gsmarena.com/vv/bigpic/sis65.gif',b'GSM',b'GSM 900 / 1800 / 1900',b'Download assistant for logos',b'Class 10',b'No',"b'2004, March'",b'Discontinued',"b'109 x 48 x 18 mm, 85 cc (4.29 x 1.89 x 0.71 in)'",b'98 g (3.46 oz)',b'Mini-SIM',"b'TFT, 65K colors'","b'2.1 inches, 32 x 42 mm, 13.7 cm2 (~26.1% screen-to-body ratio)'","b'132 x 176 pixels, 9 lines, 4:3 ratio (~105 ppi density)'","b'RS-MMC, 32 MB included'",b'1000 x 20 fields',"b'100 dialed, 100 received, 100 missed calls'",b'11 MB',b'No',b'Yes',b'Vibration; Downloadable polyphonic ringtones',b'No',b'No',b'1.2',b'No',b'No',b'Proprietary',b'',"b'SMS, EMS, MMS, Email, Instant messaging'",b'WAP 2.0/xHTML',b'Yes + downloadable',"b'Yes, MIDP 2.0'",b'Removable Li-Ion 750 mAh battery (EBA-660)',b'Up to 250 h',b'Up to 5 h',b'Steel Black',b'1.3 MP',b'Yes',b'Yes',,,,,,,,,,,,
b'siemens',b'Siemens M65',b'https://cdn2.gsmarena.com/vv/bigpic/sim65.gif',b'GSM',b'GSM 900 / 1800 / 1900',"b'Dust, shock and splash resistant Metal frame'",b'Class 10',b'No',"b'2004, March'",b'Discontinued',"b'109 x 49 x 19 mm, 89 cc (4.29 x 1.93 x 0.75 in)'",b'104 g (3.67 oz)',b'Mini-SIM',"b'TFT, 65K colors'",b'',"b'132 x 176 pixels, 9 lines, 4:3 ratio'",b'No',"b'14 fields, in shared memory'","b'100 received, 100 dialed and 100 missed calls'",b'11 MB',b'No',b'Yes',b'Vibration; Downloadable polyphonic ringtones',b'No',b'No',b'No',b'No',b'No',b'Proprietary',b'',"b'SMS, EMS, MMS, Email'",b'WAP 2.0/xHTML',"b'Turrican, Team Point Blank, Stack Attack Advanced'","b'Yes, MIDP 2.0'",b'Removable Li-Ion 750 mAh battery (EBA-660)',b'Up to 300 h',b'Up to 5 h',b'Cool Gray',b'VGA',b'Yes',b'Yes',,,,,,,,,,,,
b'siemens',b'Siemens C65',b'https://cdn2.gsmarena.com/vv/bigpic/sic65.gif',b'GSM',b'GSM 900 / 1800 / 1900',b'GSM 850 / 1800 / 1900 - Siemens C66',b'Class 10',b'No',"b'2004, March'",b'Discontinued',"b'105 x 45 x 16 mm, 76 cc (4.13 x 1.77 x 0.63 in)'",b'86 g (3.03 oz)',b'Mini-SIM',"b'CSTN, 65K colors'",b'',"b'130 x 130 pixels, 1:1 ratio'",b'No',"b'14 fields, in shared memory'","b'100 dialed, 100 received, 100 missed calls'",b'10 MB',b'Download assistant for logos',b'Yes',b'Vibration; Downloadable polyphonic ringtones',b'No',b'No',b'No',b'No',b'No',b'Proprietary',b'',"b'SMS, EMS, MMS'",b'WAP 2.0/xHTML',b'Photopet + downloadable',"b'Yes, MIDP 2.0'",b'Removable Li-Ion 600 mAh battery (EBA-670)',b'Up to 250 h',b'Up to 6 h',b'Blue Shadow',b'CIF',b'No',b'Yes',,,,,,,,,,,,
b'siemens',b'Siemens CXT65',b'https://cdn2.gsmarena.com/vv/bigpic/sicxt65.gif',b'GSM',b'GSM 900 / 1800 / 1900',b'5-way joystick Downloadable logos',b'Class 10',b'No',b'2004',b'Discontinued',b'108 x 46 x 18 mm (4.25 x 1.81 x 0.71 in)',b'90 g (3.17 oz)',b'Mini-SIM',"b'TFT, 65K colors'",b'',"b'132 x 176 pixels, 9 lines, 4:3 ratio'",b'No',"b'14 fields, in shared memory, Photo call'","b'10 dialed, 10 received, 10 missed calls'",b'11 MB',b'No',b'Yes',b'Vibration; Downloadable polyphonic ringtones',b'No',b'No',b'No',b'No',b'No',b'Proprietary',b'',"b'SMS, MMS, Email'",b'WAP 2.0/xHTML',b'Yes + downloadable',"b'Yes, MIDP 2.0'",b'Removable Li-Ion 750 mAh battery',b'Up to 250 h',b'Up to 5 h',b'Cool Silver',b'VGA',b'Yes',b'Yes',,,,,,,,,,,,
b'siemens',b'Siemens CX65',b'https://cdn2.gsmarena.com/vv/bigpic/sicx65.gif',b'GSM',b'GSM 900 / 1800 / 1900',b'GSM 850 / 1800 / 1900 - Siemens CX66',b'Class 10',b'No',"b'2004, February'",b'Discontinued',b'108 x 46 x 18 mm (4.25 x 1.81 x 0.71 in)',b'90 g (3.17 oz)',b'Mini-SIM',"b'TFT, 65K colors'","b'2.1 inches, 13.7 cm2 (~27.5% screen-to-body ratio)'","b'132 x 176 pixels, 9 lines, 4:3 ratio (~105 ppi density)'",b'No',"b'14 fields, in mem, PhotoCall'","b'100 received, 100 dialed and 100 missed calls'",b'11 MB',b'5-way joystick Download assistant for logos',b'Yes',b'Vibration; Downloadable polyphonic ringtones',b'No',b'No',b'No',b'No',b'No',b'Proprietary',b'',"b'SMS, MMS, Email'",b'WAP 2.0/xHTML',b'Yes',b'Yes',b'Removable Li-Ion 750 mAh battery (EBA-660)',b'Up to 250 h',b'Up to 5 h',b'Cool Silver',b'VGA',b'Yes',b'Yes',,,,,,,,,,,,
b'siemens',b'Siemens CF62',b'https://cdn2.gsmarena.com/vv/bigpic/sicf62.gif',b'GSM',b'GSM 900 / 1800 / 1900',b'GSM 850 / 1800 / 1900 - Siemens CF63',b'Class 10',b'No',"b'2004, February'",b'Discontinued',"b'82 x 45 x 22 mm, 78 cc (3.23 x 1.77 x 0.87 in)'",b'85 g (3.00 oz)',b'Mini-SIM',"b'CSTN, 65K colors'",b'',"b'130 x 130 pixels, 1:1 ratio'",b'No',b'500 x 15 fields',"b'10 dialed, 20 received, 20 missed calls'",,b'Second external monochrome display (blue illuminated) 4-way navi key Screensavers',b'Yes',b'Vibration; Downloadable polyphonic ringtones',b'No',b'No',b'No',b'No',b'No',b'',b'',"b'SMS, EMS, MMS'",b'WAP 1.2.1',b'Yes + downloadable',b'Yes',b'Removable Li-Ion 600 mAh battery (EBA-670)',b'Up to 220 h',b'Up to 5 h',"b'2 - Cool Grey, Cool Cashmere'",,,,,,,,,,,,,,,
