Brand,Model Name,Model Image,Technology,2G bands,3G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,CPU,Card slot,Internal,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,,Stand-by,Talk time,Colors,4G bands,Chipset,GPU,_1,Price,_1_1,NFC,Music play,Protection,GPRS,EDGE,Phonebook,Call records,Messaging,Games,Java,Keyboard,Browser,Infrared port,SAR EU,SAR,Alert types,Languages,Clock,Alarm,Charging,Features_1,Models
b'qtek',b'Qtek S110',b'https://cdn2.gsmarena.com/vv/bigpic/qtek-s110.gif',b'GSM',b'GSM 900 / 1800 / 1900',,,"b'2005, Q2'",b'Discontinued',b'108 x 58 x 18 mm (4.25 x 2.28 x 0.71 in)',b'150 g (5.29 oz)',b'Mini-SIM',"b'TFT resistive touchscreen, 65K colors'","b'2.8 inches, 42 x 57 mm, 24.3 cm2 (~38.8% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~143 ppi density)'",b'Microsoft Windows Mobile 2003 SE PocketPC',b'Intel Bulverde 416 MHz',b'SDIO/MMC',b'128 MB RAM',b'1.3 MP',,b'Yes',,,b'Yes',b'No',b'No',b'1.2',b'No',b'No',b'Proprietary',b'',b'Handwriting recognition',b'Up to 180 h',b'Up to 5 h',b'Stylish black',,,,b'No',,b'Removable Li-Po 1200 mAh battery',,,,b'Class 10',b'No',,,,,,,"b'WAP 2.0/xHTML, HTML (PocketIE)'",b'Yes',,,b'Vibration; Downloadable polyphonic ringtones',,,,,,
b'qtek',b'Qtek S100',b'https://cdn2.gsmarena.com/vv/bigpic/qtek-s100.gif',b'GSM',b'GSM 900 / 1800 / 1900',,,"b'2004, Q4'",b'Discontinued',b'108 x 58 x 18 mm (4.25 x 2.28 x 0.71 in)',b'150 g (5.29 oz)',b'Mini-SIM',"b'TFT resistive touchscreen, 65K colors'","b'2.8 inches, 42 x 57 mm, 24.3 cm2 (~38.8% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~143 ppi density)'",b'Microsoft Windows Mobile 2003 SE PocketPC',b'Intel Bulverde 416 MHz',b'SDIO/MMC',b'64 MB RAM',b'1.3 MP',,b'Yes',,,b'Yes',b'No',b'No',b'Yes',b'No',b'No',b'Proprietary',b'',b'Handwriting recognition',b'Up to 180 h',b'Up to 5 h',b'Stylish black and silver',,,,b'No',,b'Removable Li-Po 1200 mAh battery',,,,b'Class 10',b'No',,,,,,,"b'WAP 2.0/xHTML, HTML (PocketIE)'",b'Yes',,,b'Vibration; Downloadable polyphonic ringtones',,,,,,
b'qtek',b'Qtek 9090',b'https://cdn2.gsmarena.com/vv/bigpic/qtek-9090.gif',b'GSM',b'GSM 850 / 900 / 1800 / 1900',,,"b'2004, Q3'",b'Discontinued',b'125 x 71 x 18 mm (4.92 x 2.80 x 0.71 in)',b'210 g (7.41 oz)',b'Mini-SIM',"b'TFT resistive touchscreen, 65K colors'","b'3.5 inches, 53 x 71 mm, 37.9 cm2 (~42.7% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~114 ppi density)'",b'Microsoft Windows Mobile 2003 SE PocketPC',b'Intel PXA263 400 MHz',b'SDIO/MMC',b'128 MB RAM',b'VGA',,b'Yes',,,b'Yes',b'No',b'Wi-Fi 802.11b',b'Yes',b'No',b'No',b'Proprietary',b'',b'Downloadable logos',b'Up to 200 h',b'Up to 5 h',b'Stylish black and silver',,,,b'No',,b'Removable Li-Po 1490 mAh battery',,,,b'Class 10',b'No',,,,,,b'QWERTY',"b'WAP 2.0/xHTML, HTML (PocketIE)'",b'Yes',,,"b'Vibration; Downloadable polyphonic, MP3 ringtones'",b'8',,,,,
b'qtek',b'Qtek 8020',b'https://cdn2.gsmarena.com/vv/bigpic/qtek-8020.gif',b'GSM',b'GSM 900 / 1800 / 1900',,,"b'2004, Q3'",b'Discontinued',b'107 x 44 x 18 mm (4.21 x 1.73 x 0.71 in)',b'102 g (3.60 oz)',b'Mini-SIM',"b'TFT, 65K colors'","b'2.2 inches, 35 x 44 mm, 15.2 cm2 (~32.4% screen-to-body ratio)'",b'176 x 220 pixels (~128 ppi density)',b'Microsoft Windows Mobile 2003 SE Smartphone',b'200 MHz ARM926EJ-S',b'MiniSD',b'32 MB RAM',b'VGA',,b'Yes',,,b'Yes',b'No',b'No',b'Yes',b'No',b'No',b'Proprietary',b'',b'5-way navigation button 3-color LED indicator Downloadable logos',b'Up to 140 h',b'Up to 5 h',b'Stylish black and silver',,b'TI OMAP 730',,b'No',,b'Removable Li-Ion 1050 mAh battery',,,,b'Class 10',b'No',,,,,,,"b'WAP 2.0/xHTML, HTML (PocketIE)'",b'Yes',,,"b'Vibration; Downloadable polyphonic, MP3 ringtones'",b'8',,,,,
b'qtek',b'Qtek 8010',b'https://cdn2.gsmarena.com/vv/bigpic/qtek-8010.gif',b'GSM',b'GSM 900 / 1800 / 1900',,,"b'2004, Q2'",b'Discontinued',b'107 x 46 x 17.5 mm (4.21 x 1.81 x 0.69 in)',b'106 g (3.74 oz)',b'Mini-SIM',"b'TFT, 65K colors'","b'2.2 inches, 35 x 44 mm, 15.2 cm2 (~30.9% screen-to-body ratio)'",b'176 x 220 pixels (~128 ppi density)',b'Microsoft Windows Mobile 2003 SE Smartphone',b'200 MHz ARM926EJ-S',b'MiniSD',b'32 MB RAM',b'VGA',,b'Yes',,,b'Yes',b'No',b'No',b'Yes',b'No',b'No',b'Proprietary',b'',b'5-way navigation button 3-color LED indicator Downloadable logos',b'Up to 140 h',b'Up to 5 h',"b'Cool metallic, Light blue'",,b'TI OMAP 730',,b'No',,b'Removable Li-Ion 1050 mAh battery',,,,b'Class 10',b'No',,,,,,,b'HTML (Pocket IE)',b'Yes',,,"b'Vibration; Downloadable polyphonic, MP3 ringtones'",b'8',,,,,
b'qtek',b'Qtek 2020i',b'https://cdn2.gsmarena.com/vv/bigpic/qtek-2020i.gif',b'GSM',b'GSM 900 / 1800 / 1900',,,"b'2004, Q2'",b'Discontinued',"b'130 x 70 x 18 mm, 105 cc (5.12 x 2.76 x 0.71 in)'",b'190 g (6.70 oz)',b'Mini-SIM',"b'TFT resistive touchscreen, 65K colors'","b'3.5 inches, 53 x 71 mm, 37.9 cm2 (~41.7% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~114 ppi density)'",b'Microsoft Windows Mobile 2003 SE PocketPC',b'Intel Bulverde 520 MHz',b'SDIO/MMC',"b'128 MB RAM, 128 MB ROM'",b'1.3 MP',,b'Yes',,,b'Yes',b'No',b'Wi-Fi 802.11b',b'Yes',b'No',b'No',b'Proprietary',b'',b'5-way navigation button Downloadable logos',b'Up to 168 h',b'Up to 4 h',b'Silver',,,,b'No',,b'Removable Li-Ion 1300 mAh battery',,,,b'Class 10',b'No',,,,,,,"b'WAP 2.0/xHTML, HTML (PocketIE)'",b'Yes',,,"b'Vibration; Downloadable polyphonic, MP3 ringtones'",,,,,,
b'qtek',b'Qtek 2020',b'https://cdn2.gsmarena.com/vv/bigpic/qtek-2020.gif',b'GSM',b'GSM 900 / 1800 / 1900',,,"b'2004, Q2'",b'Discontinued',"b'130 x 70 x 18 mm, 105 cc (5.12 x 2.76 x 0.71 in)'",b'190 g (6.70 oz)',b'Mini-SIM',"b'TFT resistive touchscreen, 65K colors'","b'3.5 inches, 53 x 71 mm, 37.9 cm2 (~41.7% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~114 ppi density)'",b'Microsoft Windows Mobile 2003 PocketPC',b'Intel PXA263 400 MHz',b'SDIO/MMC',b'64 MB RAM (128 MB optional)',b'VGA',,b'Yes',,,b'Yes',b'No',b'No',b'Yes',b'No',b'No',b'Proprietary',b'',b'5-way navigation button Downloadable logos',b'Up to 160 h',b'Up to 3 h 30 min',b'Silver',,,,b'No',,b'Removable Li-Ion 1200 mAh battery',,,,b'Class 10',b'No',,,,,,,b'HTML (Pocket IE)',b'Yes',,,"b'Vibration; Downloadable polyphonic, MP3 ringtones'",b'7',,,,,
b'qtek',b'Qtek 8080',b'https://cdn2.gsmarena.com/vv/bigpic/qtek-8080.gif',b'GSM',b'GSM 900 / 1800 / 1900',,,"b'2004, Q1'",b'Discontinued',"b'120 x 50 x 23.5 mm, 105 cc (4.72 x 1.97 x 0.93 in)'",b'130 g (4.59 oz)',b'Mini-SIM',"b'TFT, 65K colors'","b'2.2 inches, 35 x 44 mm, 15.2 cm2 (~25.4% screen-to-body ratio)'",b'176 x 220 pixels (~128 ppi density)',b'Microsoft Windows Mobile 2003 Smartphone',b'133 MHz  ARM925',b'SDIO/MMC',"b'32 MB RAM, 64 MB ROM'",b'VGA',,b'No',,,b'Yes',b'No',b'No',b'Yes',b'No',b'No',b'Proprietary',b'',b'White LED back light 5-way navigation button Downloadable logos',b'Up to 90 h',b'Up to 6 h',b'',,b'TI OMAP 710',,b'No',,b'Removable Li-Ion 1000 mAh battery',,,,b'Class 8',b'No',,,,,,,b'HTML (Pocket IE)',b'Yes',,,"b'Vibration; Downloadable polyphonic, MP3 ringtones'",b'7',,,,,
b'qtek',b'Qtek 8060',b'https://cdn2.gsmarena.com/vv/bigpic/qtek-8060.gif',b'GSM',b'GSM 900 / 1800 / 1900',,,"b'2004, Q1'",b'Discontinued',"b'120 x 50 x 23.5 mm, 105 cc (4.72 x 1.97 x 0.93 in)'",b'130 g (4.59 oz)',b'Mini-SIM',"b'TFT, 65K colors'","b'2.2 inches, 35 x 44 mm, 15.2 cm2 (~25.4% screen-to-body ratio)'",b'176 x 220 pixels (~128 ppi density)',b'Microsoft Windows Mobile 2003 Smartphone',b'133 MHz  ARM925',b'SDIO/MMC',"b'32 MB RAM, 64 MB ROM'",b'VGA',,b'No',,,b'Yes',b'No',b'No',b'Yes',b'No',b'No',b'Proprietary',b'',b'White LED back light 5-way navigation button Downloadable logos',b'Up to 90 h',b'Up to 6 h',b'',,b'TI OMAP 710',,b'No',,b'Removable Li-Ion 1000 mAh battery',,,,b'Class 8',b'No',,,,,,,b'HTML (Pocket IE)',b'Yes',,,"b'Vibration; Downloadable polyphonic, MP3 ringtones'",b'7',,,,,
b'qtek',b'Qtek 1010',b'https://cdn2.gsmarena.com/vv/bigpic/qtek-1010.gif',b'GSM',b'GSM 900 / 1800',,,b'2003',b'Discontinued',b'129 x 73 x 18 mm (5.08 x 2.87 x 0.71 in)',b'201 g (7.09 oz)',b'Mini-SIM',"b'TFT resistive resistive touchscreen, 4096 colors'","b'3.5 inches, 53 x 71 mm, 37.9 cm2 (~40.3% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~114 ppi density)'",b'Microsoft Windows Mobile 2002 PocketPC',,b'MMC/SD',"b'64 MB RAM, 32 MB ROM'",,,,,,b'Yes',b'No',b'No',b'No',b'No',b'No',b'Proprietary',b'',b'No',b'Up to 150 h',b'Up to 5 h',b'',,,,b'Pocket Office  Media player Voice memo',,b'Removable Li-Ion 1500 mAh battery',,,,b'Class 8',b'No',,,,,,,b'HTML (PocketIE)',b'Yes',,,"b'Vibration; Downloadable polyphonic, WAV ringtones'",,,,,,
b'qtek',b'Qtek 7070',b'https://cdn2.gsmarena.com/vv/bigpic/qtek-7070.gif',b'GSM',b'GSM 900 / 1800 / 1900',,,"b'2004, Q1'",b'Discontinued',"b'120 x 50 x 23.5 mm, 105 cc (4.72 x 1.97 x 0.93 in)'",b'120 g (4.23 oz)',b'Mini-SIM',"b'TFT, 65K colors'","b'2.2 inches, 35 x 44 mm, 15.2 cm2 (~25.4% screen-to-body ratio)'",b'176 x 220 pixels (~128 ppi density)',b'Microsoft Windows 2002 Smartphone',b'120 MHz',b'MMC/SD',"b'16 MB RAM, 32 MB ROM'",,,,,,b'Yes',b'No',b'No',b'No',b'No',b'No',b'Proprietary',b'',b'White LED back light 5-way navigation button Downloadable logos',b'Up to 100 h',b'Up to 3 h',b'',,,,b'No',,b'Removable Li-Ion 1000 mAh battery',,,,b'Class 8',b'No',,,,,,,b'HTML (PocketIE)',b'Yes',,,"b'Vibration; Downloadable polyphonic, MP3 ringtones'",b'7',,,,,
